@relation train_80p100_38556_temp_only

@attribute temp numeric
@attribute traffic_volume numeric

@data
268.38,2857
286.48,2615
291.35,854
288.65,1106
293.45,6136
291,288
290.4,468
282.8,5343
265.51,4366
296.69,1427
293.77,360
273.52,1241
295.01,5494
296.05,4083
294.88,6074
271.58,4943
277.82,2772
284.42,998
272.52,3599
266.95,505
292.282,1320
271.45,3880
299.89,4658
279.008,2799
263.84,4475
277.08,4961
297.43,5775
264.23,3231
274.22,2587
289.08,5979
273.37,4479
258.19,2658
304.9,4539
265.14,4438
305.15,5770
279.87,1391
262.17,4313
293.78,3048
255.99,4161
272.09,2383
273.72,4705
286.74,5009
289.43,4509
305.71,6612
284.08,915
302.15,6344
298.53,5442
274.08,5605
275.42,3979
276.08,5933
289.88,1161
291.3,4238
297.88,2638
287.95,3063
267.92,1192
273.88,5665
289.69,369
296.57,1936
274.53,5769
278.83,4600
272.24,3121
271.41,2742
283.87,7070
272.65,3435
299.02,4729
287.63,848
286.88,2049
262.73,2429
269.95,2004
293.86,1
290.93,4489
290.368,317
250.48,6059
272.8,3020
270.03,3488
292.49,5246
298.65,4657
299.77,5810
282.42,273
296.51,4893
298.75,3252
298.22,3791
294.69,924
285.41,5426
292.15,2872
294.76,5868
297.03,2995
289.82,6866
286.15,2776
297.5,4520
282.97,870
290.88,6680
300.96,5849
250.11,2342
259.07,4048
285.36,248
273.08,2547
270.27,3706
266.15,3698
276.15,327
297.21,4943
271.86,3745
298.11,4357
272.15,3917
275.34,5639
296.41,4717
295.52,1065
295.62,419
257.96,305
292.02,2728
263.67,6403
277.08,4439
259.28,358
272.07,2939
262.96,508
268.79,5773
273.9,1162
271.35,6902
262.31,789
279.68,990
285.78,752
268.22,5484
265.7,2143
253.86,247
273.35,5432
278.15,343
288.57,2963
293.91,699
275.61,4614
297.82,4313
275.36,4242
286.17,438
295.08,3017
291.82,5540
291.252,1372
294.07,495
263.43,3560
287.15,2872
290.7,3882
272.24,2484
274.07,4899
293.82,2336
273.53,1339
289.39,1071
274.84,5225
281.15,2457
291.95,743
283.75,5466
292.68,3338
287.38,2064
276.15,818
297.8,3036
272.36,3066
293.95,3068
296.48,6136
284.49,4463
262.65,4103
293.69,357
273.02,671
276.24,702
284.29,826
274.3,4739
275.72,334
287.29,1696
287.23,4257
276.09,2952
296.34,5171
285.88,3461
293.43,1121
274.77,680
291.31,451
301.74,5416
289.62,4560
271.15,459
279.21,6654
293.5,5194
273.8,5226
310.07,3810
297.97,3415
297.9,3427
285.15,646
281.22,6572
276.793,2584
279.48,858
285.1,255
250.41,3885
266.41,1550
292.55,4608
260.74,355
270.89,395
292.31,330
291.42,4788
270.12,432
272.15,2902
292.35,4967
267.76,1554
289.3,1339
266.07,4419
298.45,3268
274.4,2738
283.5,5248
288.75,3602
283.79,5329
281.55,238
282.33,5989
274.44,340
273.5,4181
293.77,4450
290.47,410
270.28,5662
256.39,4440
267.42,6068
277.96,3186
303.5,6138
261.16,3398
258.18,1880
276.28,1894
297.15,3315
282.16,2172
264.61,1498
294.15,4019
266.57,5557
274.93,822
286.17,769
268.41,436
294.43,5242
258.08,6272
273.82,2709
286.41,4601
284.385,3153
276.01,4567
307.87,3822
301.48,4621
288.71,4761
276.07,4615
291.59,325
272.89,3691
275.15,6109
292.56,683
276.07,5155
274.88,783
298.34,3080
288.82,6409
300.82,6019
254.22,420
283.628,3270
281.69,667
270.75,301
288.19,1153
265.55,2141
292.56,356
270.44,1527
301.97,3208
301.68,1332
269.6,4747
282.55,2581
296.22,2150
287.11,4827
254.77,4305
276.24,2190
292.29,1702
288.27,4781
292.19,6677
291.08,1277
281.84,5922
287.57,6098
294.8,2471
284.21,412
286.66,2543
285.02,5844
296.13,2283
284.51,347
297.01,4296
288.34,2877
290.69,3971
295.37,5585
261.86,3094
290.51,4631
295.35,5815
274.95,5145
268.64,4534
286.65,412
285.97,2943
293.17,339
295.45,3243
274.58,4793
277.09,1231
272.44,959
278.15,3470
274.15,4119
294.72,5461
262.71,2436
269.84,5059
291.45,3481
291.62,3288
286.48,1155
284.15,1797
299.35,3412
271.66,2298
302.82,5155
294.09,3664
270.9,4269
290.38,3021
284.41,830
291.79,4414
294.93,2713
299.76,4550
286.43,4438
285.24,6466
294.81,3028
259.09,3908
265.65,433
291.58,3699
278.22,4184
278.91,387
292.35,6195
276.61,530
283.42,3710
285.09,5395
295.7,1208
262.85,2597
298.68,4442
294.98,4418
280.96,4536
263.5,1352
294.83,483
257.33,4432
269.74,777
294.63,2631
267.59,4727
284.35,2431
278.12,5735
274.98,486
283.31,4724
295.45,4809
266.95,505
291.09,395
267.43,1210
295.52,483
292.22,2991
300.61,6400
301.5,4943
300.19,3284
262.98,584
274.72,4819
275.32,4752
299.82,4942
301.15,3799
274.55,322
305.26,5501
280.15,329
273.02,2875
278.59,6201
282.33,3370
275.15,362
265.75,3911
259.21,4964
254.28,4548
303.35,4974
290.03,2497
297.17,5064
290.51,6837
280.16,1175
290.68,6372
254.76,335
281.4,2593
270.08,6824
271.37,5393
263.61,4948
272.23,2986
280.29,1806
276.15,826
293.91,385
296.15,4492
282.27,5388
267.75,3057
294.89,2869
275.87,4791
303.82,6341
279.89,6372
296.14,1474
300.34,2885
265.07,4653
288.86,3418
291.69,1561
277,4388
270.59,4917
291.613,2800
302.6,3704
281.09,367
287.72,5799
271.03,5068
263.08,2769
276.6,4200
251.38,316
281.45,4816
290.28,4823
269.03,2937
271.84,3771
306.28,3954
298.54,6320
285.87,6209
289.69,4325
270.79,4183
273.48,2125
293.78,4664
301.08,6222
269.64,338
275.76,312
265.191,4440
291.53,3193
276.02,5536
289.81,725
290.79,6034
257.3,688
281.85,315
296.29,4942
271.77,3498
273.42,318
268.08,1226
287.43,1519
294.04,468
270.7,757
292.61,5086
293.82,397
268.86,2158
277.22,5954
286.79,6038
268.24,984
287.356,4460
290.65,3543
275.27,640
264.02,649
280.69,1283
271.55,4050
294.95,1386
272.08,4426
286.59,382
267.65,3948
249.83,3520
277.91,2782
270.88,5058
276.69,265
287.86,4342
292.08,6283
289.86,328
282.58,4994
266.51,4859
294.88,3917
289.14,890
270.48,4933
285.22,6487
281.93,857
290.35,5268
275.86,347
298.9,3293
265.88,2611
287.34,4782
277.78,316
292.81,5461
279.15,5706
284.59,4420
273.66,882
299.44,5969
303.32,5261
281.14,4569
289.65,3017
258.09,279
256.8,962
283.61,1283
299.41,4624
280.5,4170
283.21,3832
295.02,4221
277.89,2732
291.34,3089
292.51,306
271.86,628
280.53,5411
295.06,628
297.15,2792
286.71,6873
278.08,4812
291.74,4197
299.45,3313
287.48,349
270.69,792
289.76,5327
284.15,6476
272.135,983
295.51,2614
285.69,762
296.51,3398
276.07,6376
295.36,4692
298.62,4993
291.45,1247
295.93,5176
275.15,1596
283.65,1022
285.05,3018
291.72,5787
289.66,929
276.02,2150
294.72,4532
276.89,3968
274.4,4507
287.46,3101
271.08,4311
291.15,5724
295.36,5930
285.66,679
290.8,5370
274.5,5532
273.36,4931
299.77,4517
276.793,1139
287.05,4648
284.36,4562
284.38,4283
259.79,5917
305.461,2662
281.4,964
293.31,6188
296.91,4371
272.68,4839
265.99,325
284.276,2358
292.28,5936
281.51,1912
294.94,4582
272.21,6470
289.02,795
293.14,4840
250.21,5190
287.29,354
271.94,2157
270.91,4999
299.65,3423
300.25,3660
286.28,432
290.93,6280
288.11,4734
291.74,961
261.8,5761
261.72,313
266.48,6231
271.3,256
271.37,1158
292.13,2777
284.11,1806
298.28,2874
261,4396
270.68,1814
293.16,411
288.9,418
268.98,2220
274.15,4444
261.4,895
287.56,999
290.61,832
297.57,5456
271.12,4052
261.29,6459
272.87,3570
269.08,438
256.54,4634
289.21,789
281.379,3790
293.91,5225
297.01,5110
290.22,3787
288.62,6354
279.42,6075
298,3202
273.33,2881
257.01,3307
293.82,2568
267.69,889
287.29,5721
276.71,3831
264.81,5275
270.34,4151
300.08,2993
289.37,3458
267.51,4549
292.86,729
298.55,1339
291.07,1920
274.73,1957
290.9,3898
283.87,2528
293.66,5704
294.26,338
296.39,780
283.27,5901
275.42,4520
287.44,922
297.93,4878
255.01,5395
291.99,3151
277.572,2610
250.36,303
300.29,5902
293.76,4936
278.33,2792
308.95,3812
277.08,3444
295.8,4540
295.15,5821
263.65,1449
296.51,5067
272.21,5806
277.68,5251
274.28,4535
281.14,5028
255.43,1382
273.27,2640
293.85,5199
290.38,843
295.908,5787
286.88,367
299.1,2792
290.8,616
291.33,4218
249.5,5554
274.42,4824
294.52,5218
277.26,303
280.1,5558
284.66,2923
291.79,376
256.79,4715
281.469,6092
300.4,5869
269.68,5312
287.09,336
295.95,2632
282.42,379
294.92,4857
270.77,4965
267.22,4404
275.15,325
285.96,5704
290.21,5243
278.04,5022
284.15,2377
279.44,3131
255.15,936
278.24,5517
289.36,6122
275.42,3979
265.42,2760
276.08,3276
281.21,4586
270.72,3270
272.58,642
274.01,4291
284.637,3789
273.08,2950
289.86,6289
292.45,308
285.84,562
300.22,5125
282.42,6873
275.99,3017
275.01,657
270.28,446
291.64,861
298.48,4677
293.96,2070
291.29,6747
301.06,4609
272.15,5967
272.08,4696
294.42,379
276.793,2614
259.96,2918
288.78,6032
298.29,3766
273.53,6400
276.61,5101
275.14,748
299.15,2503
263.4,2985
283.28,4116
287.212,5226
274.93,380
266.9,2528
269.75,2856
266.8,685
291.42,3243
281.75,3003
271.9,4899
282.67,3601
280.61,4379
299.48,5120
290.29,2051
296.53,5413
291.21,440
291.46,4023
255.02,2165
297.08,6051
278.79,4559
277.22,5289
298.09,3116
264.48,6094
299.28,581
275.84,293
281.91,568
294.57,518
282.89,7011
277.22,6212
281.41,4576
279.21,6012
298.75,6720
265.03,1847
278.78,4694
271.82,2069
271.45,3869
270.54,812
258.89,292
294.69,2298
273.82,4837
256.47,4452
272.49,4493
257.88,3771
280.37,288
290.51,3259
272.43,905
256.58,5225
302.84,3685
297.84,6404
262.47,4027
289.64,4201
286.58,5823
289.42,6138
270.08,5280
294.28,5456
290.26,6013
287.45,5130
294.23,2903
282.09,494
267.81,651
273.43,4912
271.26,4816
267.89,3969
285.42,5827
262.86,376
289.58,5982
267.36,5324
275.87,846
288.32,2602
270.69,843
267.08,771
278.28,6217
298.22,2944
285.15,5050
292.36,4847
295.3,2798
258.84,555
257.52,728
265.93,4840
296.19,2936
268.78,2883
273.76,2610
280.24,1295
277.28,4662
286.19,3260
297.7,1202
297.14,4669
293.32,6876
275.8,5514
276.28,5227
258.5,2298
285.65,3127
295.09,271
294.49,2118
300.21,5876
262.15,2892
296.93,5039
270.37,334
304.76,4065
275.75,247
286.27,385
277.82,6157
288.02,5790
285.93,2878
263.37,4673
300.05,3446
295.22,1051
289.5,5151
274.954,2824
277.35,4933
285.15,870
282.75,3629
293.31,4917
298.17,5713
294.17,434
281.55,6000
269.35,5177
272.86,859
282.68,5014
294.59,4342
283.12,5952
285.122,298
294.42,3245
276.14,5226
286.16,312
289.59,1138
277.68,6470
289.69,1065
268.76,4312
283.91,630
280.44,353
274.15,4762
295.95,4560
268.15,828
274.72,671
297.75,4482
288.114,4619
250.44,4031
284.64,4271
277.59,1724
291.55,5821
290.11,2929
287.28,6016
271.23,339
278.65,4980
295.95,3604
295.15,4442
302.57,4990
276.55,3905
296.44,5287
299.02,2713
265.28,4555
288.32,4916
264.66,5241
291.85,2641
270.88,2265
282.96,1539
279.68,4698
279.525,5871
291.37,1601
289.5,4469
295.7,445
275.9,4314
293.32,838
285.6,261
290.4,1820
283.06,4681
253.86,1760
278.52,4422
271.12,6908
277.93,305
292.02,465
295.22,1817
287.55,4993
289.6,4624
270.31,3431
288.93,4148
281.43,507
293.97,3112
285.72,1889
298.35,6884
274.62,2158
278.01,3515
293.59,4586
286.73,5810
288.35,5330
260.82,5739
258.24,4802
278.38,5973
269.21,1068
272.02,2132
299.82,5648
274.43,264
275.95,5574
291.44,4474
292.58,4713
294.72,436
270.08,3637
258.96,4680
256.08,3495
260.65,333
289.52,427
275.36,2331
290.14,4634
301.48,5934
293.33,3692
288.45,1434
272.17,5700
278.01,3599
295.94,4864
274.15,3520
258.23,4278
266.46,4956
272.14,1031
268.08,2973
295.86,6907
302.27,6023
297.62,5583
278.7,5286
266.87,2010
286.79,2271
266.88,5436
287,4777
287.69,4907
279.23,3348
252.46,3802
277.436,383
282.29,5855
276.36,6629
296.95,2329
269.43,4003
285.37,374
279.9,6146
295.58,5218
287.74,5836
271.35,2638
275.36,2743
258.01,4101
255.81,5254
275.43,2566
296.95,5890
282.37,2857
294.5,565
288.29,426
292.88,4767
264.61,5327
256.8,962
265.62,4116
290.14,2655
299.98,5121
274.8,3391
303.65,4357
298.07,4725
264.75,245
268.34,2236
294.68,3039
284.27,5083
293.56,1007
296.8,4255
273.36,5222
279.72,6152
287.89,4875
290.89,398
295.74,2175
260.94,5525
284.92,349
272.24,268
290.68,3406
274.09,4671
295.35,5362
272.52,6304
301.92,4233
290.43,314
278.29,288
253.44,3424
288.86,6568
286.3,4693
291.22,6018
257.64,350
272.22,3470
285.9,1939
276.82,6371
275.23,1475
272,3098
266.55,4378
281.36,4805
266.02,317
284.62,2164
269.15,2552
276.58,4604
274.99,3342
287.82,376
273.58,2617
260.65,4520
256.05,3092
270.28,855
286.19,6620
299.15,5843
278.83,5367
295.08,4834
281.43,5817
281.51,885
298.82,3974
297.34,3518
275.36,4242
259.9,502
284.48,5663
275.23,1892
277.68,2100
263.9,296
293.76,5073
269.75,1943
298.62,3135
285.94,5221
287.88,4809
266.39,2605
266.33,4464
274.02,789
298.16,2804
269.43,6048
287.6,5653
294.05,1877
248.51,284
274.15,6160
288.37,2965
291.7,1264
276.68,710
252.13,4996
287.45,447
274.43,4962
262.89,4706
272.71,3563
259.36,6186
300.82,2633
292.43,5217
276.055,374
295.29,6178
297.37,4374
290.65,3591
266.09,1305
285.97,2643
276.07,5310
273.03,360
266.58,3672
280.93,516
291.77,6046
271.84,3048
262.88,1196
258.52,5546
294.02,2441
259.92,1582
265.79,439
278.72,4663
260.29,3234
287.76,1371
283.1,3004
278.94,6712
290.54,5424
293.62,1351
271.97,5637
284.65,337
292.02,3008
275.02,3489
266.09,4232
295.42,5001
280.43,2687
287.15,2894
279.83,4278
293.08,6883
286.22,4667
288.95,3096
264.55,1024
284.39,5104
291.14,5377
288.99,3637
289.03,5303
287.88,5494
297.36,4347
275.68,5057
273.29,5207
275.79,5901
259.86,6404
280.09,3729
288.06,4475
288.65,2652
296.92,4697
274.21,2898
290.56,4537
287.94,3639
274.21,4651
281.65,4533
271.87,1800
284.14,373
304.3,5651
261.48,418
289.78,6199
282.6,2898
256.72,3941
289.15,6783
265.37,4129
270.08,4941
293.5,5208
298.58,3788
296.77,3048
292.22,381
290.488,5913
291.94,665
262.15,3996
273.4,2483
292.52,4427
297.888,389
297.888,602
303.18,5931
297.34,5025
286.89,336
273.72,348
250.72,5189
294.02,3728
268.08,4754
259.98,792
295.15,4966
267.8,5276
295.55,4805
298.29,4364
286.06,2206
274.55,1918
268.96,4716
292.02,1150
278.51,1304
303.1,4260
278.29,3774
290.69,1759
282.96,3199
280.12,2179
269.09,1299
292.9,389
300.22,5605
275.83,4753
294.65,3057
291.51,1255
266.22,1354
263.03,4555
291.08,407
277.76,1993
280.29,737
270.86,1631
296.01,1136
259.92,4178
270.55,366
301.06,4359
262.35,2741
292.02,3335
271.51,289
274.65,1121
276.94,6326
285.6,3139
275,5968
291.01,2718
289.37,851
256.09,5795
268.71,542
262.42,2665
272,1103
275.85,4416
286.76,3857
282,7213
262.46,4198
290.57,3245
299.58,6026
289.3,596
283.02,309
277.46,4198
300.82,3871
274.58,5142
300.15,4558
257.49,4032
295.36,5102
272.6,5652
269.48,2604
281.15,4523
276.09,829
296.13,2283
270.68,5130
294.79,5938
291.94,4992
269.29,3539
288.2,6817
290.34,488
269.71,938
295.5,3128
284.6,4989
268.88,5013
292.33,946
257.79,3529
290.23,853
293.01,565
293.38,2987
292.56,4277
286.08,879
287.48,6420
252.09,3429
297.28,3331
298.87,4917
293.48,4346
268.7,571
294.68,5927
276.48,4704
269.15,1880
293.8,5177
292.22,5191
278.01,3393
279.61,4775
277.23,4783
260.08,775
289.54,6391
274.51,2320
261.89,4730
290.77,4766
288.3,6386
300.5,4993
271.82,1837
296.06,3002
272.49,323
275.02,4695
307.68,3705
285.65,4523
295.58,373
282.74,6143
254.15,4278
294.16,3378
288.14,5021
286.62,4300
263.59,1824
293.88,4905
275.72,388
292.62,5631
273.22,3400
257.68,4217
287.66,1036
271.98,1421
296.57,5189
285.885,4351
288.32,4916
296,4265
296.07,5656
278.02,5641
279.83,1893
286.16,4455
291.13,5001
272.41,3761
281.88,576
290.16,2239
269.75,4529
265.35,553
259.82,5690
292.39,4997
287.42,6598
289.75,344
272.08,1150
289.55,3696
284.72,5177
253.5,4909
298.37,4384
272.65,4455
277.57,4373
286.9,652
267.68,6042
269.95,1883
274.81,819
276.1,6066
291.71,5331
289.28,2878
264.61,795
297.38,310
295.33,1473
297.75,4684
260.39,833
301.15,4983
268.61,3519
288.15,6517
273.38,273
281.7,3713
275.86,2928
288.21,5604
272.42,2876
292.07,1311
265.88,2611
276.42,4912
274.18,1629
301.51,5219
289.22,5077
248.15,6222
292.08,6405
287.42,4101
303.37,5720
276.51,5906
269.87,1703
279.78,206
291.39,1558
290.18,6015
280.96,759
292.92,986
276.25,6290
278.35,2700
269.9,3306
289.91,822
256.65,1215
299.28,4826
283.89,2995
290.97,810
283.01,5356
286.72,5875
257.68,5553
273.38,2023
250.73,271
268.58,952
301.98,4649
286.42,393
291.52,5114
281.08,5516
292.72,5208
258.55,6007
272.4,4619
272.65,3374
293.49,5334
260.48,4175
273.4,5102
289.37,4767
273.95,4787
269.4,410
283.62,1034
275.093,327
292.86,5224
286.08,4693
268.75,287
283.27,4664
269.44,2954
301.13,3793
274.22,5159
285.21,4209
294.1,4569
279.6,6585
257.14,2726
296.39,2917
282.06,6239
274.67,1043
262.81,4497
299.88,4098
249.15,2552
292.29,3799
255.2,5356
291.48,4519
292.65,3654
284.93,4852
298.44,1005
296.73,5136
299.48,3798
295.82,6177
282.75,3505
251.88,4416
287.09,5777
285.81,1381
271.27,3659
280.62,2400
299.49,1482
269.82,4236
290.03,4666
282.62,3436
275.15,4331
271.53,4344
304.15,4600
276.76,731
286.15,6618
268.64,1514
272.71,659
276.43,5713
270.08,848
302.66,2677
299.75,6192
290.85,4643
290.57,4837
289.58,2939
279.07,670
286.23,4818
269.22,634
274.65,4511
273.09,3003
294.68,4335
281.65,875
273.48,6948
291.54,5956
293.95,417
272.15,4058
288.79,1055
284.08,4802
299.42,5399
297.22,758
266.08,6407
270.03,308
284.15,4874
274.82,2661
295.4,443
282.08,5150
287.65,3350
299.44,5290
291.88,4760
294.21,5084
283.62,325
291.55,2374
275.27,640
273.51,1324
284.29,909
280.69,5118
299.16,6571
304.13,5849
266.22,348
292.22,4592
292.28,5423
293.4,5781
273.95,4616
284.26,4480
272.07,2939
284.6,1798
299.49,3462
293.65,3420
290.94,5345
257.68,5639
270.86,4100
281.114,4640
281.63,1121
270.88,2910
273.64,2652
298.14,5691
290.74,5830
271.51,1618
295.72,4555
295.82,1212
295.51,4856
288.89,2733
283.83,2182
294.65,574
266.63,1188
292.9,596
266.62,3163
273.86,2489
285.25,5195
284.28,342
253.9,6415
280.01,6649
264.38,5139
290.9,5199
294.69,4989
281.52,5850
270.95,1054
271.58,494
251.29,315
301.78,6154
274.07,4315
261.82,1057
291.75,3112
273.15,5621
290.02,4933
279.62,608
269.34,4705
272.82,850
271.01,2261
294.58,4877
281.87,2836
285.69,340
291.57,391
277.22,5164
289.22,5440
292.28,494
276.87,4775
274.8,4683
266.58,2560
276.82,4620
270.95,1621
266.36,5699
295.49,754
271.93,1389
275.72,2903
280.75,6533
289.42,381
273.95,4844
283.31,4507
292.01,5853
287.5,4761
273.71,4963
285.48,6357
290.46,3444
292.38,709
264.75,1169
296.744,4961
291.55,2196
279.5,6150
285.51,4925
289.48,5527
289.89,3674
292.04,1363
293.9,616
272.35,4057
287.62,1033
291.04,4081
300.63,5513
277.93,1780
277.01,2384
272,5428
273.8,2104
274.21,4976
259.57,4497
266.24,536
293.12,4471
291.77,4977
273.28,4386
303.61,3963
289.37,851
275.27,4622
275.27,4803
293.44,384
292.42,2638
282.09,1450
285.08,1537
290.78,1171
293.45,680
272.68,234
297.28,5070
290.3,306
302.98,4271
272.77,3759
266.42,4276
294.459,5621
276.55,5836
283.09,333
265.02,602
292.77,2690
276.82,344
300.4,4935
284.71,2117
295.22,4392
279.97,3865
292.94,2547
270.58,1425
283.57,2692
255.5,5045
291.79,5747
296.13,3321
264.77,5694
296.53,4436
274.22,5860
289.02,5926
253.84,583
274.98,3283
292.62,5879
274.01,1489
292.02,4735
278.48,3169
271.68,4679
302.15,4529
275.08,5239
271.87,1489
275.68,3539
295.7,6684
256.82,3943
272.26,1128
293.95,3005
265.28,2334
291.61,858
291.29,355
279.62,1003
265.52,4139
292.27,908
289.03,5859
266.51,252
296.35,2700
249.15,195
283.88,2140
276.08,1187
262.44,2454
278.09,5752
284.07,4547
288.16,5961
281.86,5782
270.24,659
285.137,789
279.51,306
282.35,2268
267.08,4285
293,558
300.07,2992
304.85,5442
297.81,4778
286.59,656
287.59,2617
290.67,6605
288.48,571
272.72,890
292.35,269
289.61,5927
255.93,5269
273.35,628
273.77,462
281.62,4665
292.97,5700
285.93,5492
273.98,438
254.76,2309
256.12,2337
289.72,2997
268.33,4795
277.88,4794
298.02,5011
291.097,2665
296.88,5457
295.55,5356
284.28,550
284.13,4564
269.29,2894
294.83,5205
287.99,5331
299.71,4098
269.94,5082
261.61,3530
294.74,1273
283.68,5446
298.62,940
296.62,2713
275.6,730
299.44,4714
291.22,4166
265.22,5183
262.27,5083
274.9,4956
271.62,2706
277.15,5463
285.45,6182
271.087,3376
267.29,1895
284.68,4298
273.69,4526
265.24,2918
292.27,4639
255.38,4792
299.81,6429
276.35,372
292.62,5119
272.7,2060
295.77,910
272.79,658
289.76,946
275.82,5692
266.64,367
251.16,365
298.33,4492
296.92,2258
288.38,363
273.02,4982
276.793,1139
282.83,2512
267.61,2059
298.37,2951
281.29,391
272.07,2139
292.19,5590
278.13,2082
271.3,4173
254.82,2319
271,4149
293.01,3075
274.15,1413
276.08,3057
291.46,3666
277.55,1216
271.02,338
250.77,4760
305.68,4505
260.32,345
273.62,2477
291.806,834
269.34,261
292.07,6174
265.14,361
295.16,1902
279.65,5162
293.56,838
286.19,578
265.62,752
269.57,5179
287.14,1885
284.29,3001
297.15,5179
299.82,4866
273.28,4314
253.9,5216
281.35,6925
290.55,3456
285.03,337
287.63,1399
290.23,4361
301.82,3127
294.08,4375
291.3,4808
289.73,1206
281.75,455
263.93,846
299.08,4569
264.28,303
284.99,859
298.51,3622
253.23,2875
299.72,3310
292.75,4573
259.4,5615
287.5,1018
290.21,747
272.35,821
297.43,5626
293.41,5855
296.46,3449
262.07,923
282.46,4682
281.165,4532
289.57,6457
273.84,5970
283.14,4454
291.51,331
286.1,1432
297.65,4325
300.82,3890
275.72,6138
290.88,1084
291.35,5490
277.39,5460
280.12,4429
290.42,1248
271.59,5878
274.82,868
275.86,365
259.29,5452
254.46,3301
273.22,4276
295.94,4294
303.84,3920
281.75,3311
293.72,3502
290.76,2974
281.02,351
253.4,2768
291.22,311
286.28,4347
294.81,312
263.65,4801
254.31,662
290.68,4851
285.45,6182
289.914,491
274.37,2502
292.69,2672
274.83,2462
283.864,4506
277.09,801
274.12,5668
288.54,5648
298.15,4016
289.42,3514
270.49,1978
294.95,862
296.15,4819
282.37,716
254.55,303
286.86,344
276.793,441
297.43,4486
291.71,4444
276.35,864
291.62,4560
261.9,5269
280.27,1381
279.07,1968
282.5,3713
265.48,1508
269.05,6198
290.68,5997
282.46,3780
280.62,432
289.11,4041
285.57,369
270.01,4579
288.39,5841
255.61,566
286.01,4519
286.14,4566
275.46,2317
260.82,2863
278.69,1575
276.23,5856
283.87,3261
263.78,1502
291.39,743
291.02,364
280.32,3856
292.15,5457
272.27,3732
269.51,4166
273.94,1123
304.23,4397
275.22,2882
275.21,2933
275.58,5848
270.77,598
278.74,5600
296.62,2650
282.35,5252
291.95,5538
274.63,2620
267.15,3349
275.02,2914
294.51,5600
293.11,2628
267.56,739
284.94,4261
286.02,6907
292.15,1850
274.42,3329
307.32,5201
302.58,4969
296.48,4425
259.34,2183
289.58,850
253.4,1653
273.08,1092
299.51,4022
267.72,3901
279.28,3202
280.36,879
289.32,4728
274.08,317
299.62,3075
286.37,5020
265.33,2099
294.49,801
291.94,643
261.27,3303
269.38,5806
285.44,6726
285.79,3725
276.29,5668
274.77,1539
274.92,1015
289.9,493
272.3,300
295.69,635
300.57,5276
296.51,4696
288.61,4913
276.13,3404
248.57,3473
277.72,6875
300.08,5627
264.69,3067
259.96,4654
272.71,505
260.79,1390
293.55,5003
267.44,327
252.98,243
285.15,5311
269.42,3139
265.82,4769
289.58,4703
295.89,5015
261.01,1305
276.79,4954
294.04,1461
243.62,1037
255.15,5467
279.94,6028
298.75,3535
291.24,4645
279.07,280
294.4,999
288.21,6588
276.82,3245
298.23,3075
294.72,4379
276.02,329
270.42,6577
283.69,4774
272.21,4303
267.48,3998
287.88,2348
268.65,1813
274.95,3631
248.47,4024
283.31,338
293.71,2109
290.07,3389
273.65,5941
265.97,4760
292.08,4606
285.42,519
292.282,835
288.85,6489
291.08,1263
287.78,1608
269.43,251
294.38,642
292.58,5717
256.29,2924
294.51,4133
296.6,3862
268.39,4985
274.08,516
297.888,400
287.39,2650
295.44,338
297.31,2859
296.22,4777
294.62,3046
288.26,2839
294.29,344
294.68,954
301.21,6388
275.95,3917
305.35,5010
288.14,5423
289.96,4039
283.52,6071
266.77,5565
279.74,2370
271.06,5506
247.82,683
276.76,654
272.81,3402
273.61,6174
286.84,4345
251.64,5676
264.58,1428
266.35,4235
285.77,3262
256.36,484
286.48,3271
269.15,664
287.12,5666
292.12,241
296.12,4505
269.65,4725
281.15,2686
289,6517
298.4,633
271.58,5983
271.15,1847
269.56,703
275.44,5705
268.02,2949
292.83,1475
275.65,5214
298.29,4330
271.72,548
274.788,5798
289.82,369
265.21,5022
301.58,6685
291.57,5053
287.87,3060
272.52,6029
269.08,4992
277.73,4359
290.26,6386
292.38,1307
269.95,5898
292.22,374
290.86,4746
274.08,2554
291.35,2822
286.57,6054
271.61,5544
280.5,5892
271.56,1536
285.6,303
272.62,296
296.81,4302
294.01,3993
291.1,387
294.48,4823
272.13,5066
290.08,2367
262.71,5670
265.88,4158
292.85,5918
281.81,270
288.17,5633
274.92,865
269.88,4677
286.92,4759
284.77,4758
292,606
282.27,5388
293.95,3047
297,4941
291,917
274.66,3866
281.58,4980
268.08,3019
302.08,6171
271.89,4304
273.95,4724
286.65,5301
291.01,4412
269.86,632
297.81,3465
295.25,4998
296.85,4723
288.12,282
294.29,4861
263.69,733
296.04,493
276.793,3884
278.83,1770
273.61,2415
260.42,893
266.68,3426
271.61,270
284.25,6597
277.68,6264
264.53,312
276.608,1230
292.79,437
268.94,4766
289.14,436
282.58,654
272.72,3260
280.43,687
289.29,424
272.99,6614
264.75,5035
298.7,6266
284.36,5214
287.15,2846
295.42,5710
271.45,351
289.88,5411
298.13,3326
296.43,6778
273.09,1653
294.53,851
261.13,3682
279.8,5330
281.738,4684
274.09,973
287.65,5708
272.51,1607
275.78,4743
261.86,4303
293.72,6032
290.75,722
295.209,3333
286.74,776
276.56,6348
266.02,5154
285.1,2534
274.77,3231
288.494,5812
279.35,5599
285.14,281
281.73,6069
278.58,960
269.35,2649
292.21,5431
283.95,5228
272.58,5789
267.88,786
257.57,438
301.48,4093
275.34,5804
304.24,5377
