holiday,temp,rain_1h,snow_1h,clouds_all,weather_main,traffic_volume
None,252.29,0,0,1,Clear,973
None,252,0,0,1,Clear,479
None,251.29,0,0,1,Clear,315
None,250.86,0,0,1,Clear,245
None,250.64,0,0,75,Clouds,379
None,250.14,0,0,75,Clouds,739
None,249.71,0,0,90,Clouds,2639
None,249.14,0,0,40,Clouds,4774
None,249,0,0,1,Clear,5707
None,249.14,0,0,1,Clear,5750
None,250.72,0,0,1,Clear,5189
None,252.29,0,0,1,Clear,4252
None,255.03,0,0,1,Clear,4601
None,255.98,0,0,20,Clouds,4775
None,256.4,0,0,20,Clouds,4692
None,257.12,0,0,20,Clouds,5227
None,257.31,0,0,40,Clouds,5730
None,257.28,0,0,40,Clouds,6498
None,256.9,0,0,40,Clouds,5892
None,256.19,0,0,75,Clouds,4357
None,255.82,0,0,90,Clouds,3087
None,255.68,0,0,40,Clouds,2999
None,255.54,0,0,75,Clouds,3442
None,255.56,0,0,90,Clouds,3500
None,255.08,0,0,20,Clouds,1250
None,254.57,0,0,1,Clear,605
None,254.8,0,0,1,Clear,375
None,254.31,0,0,1,Clear,308
None,253.39,0,0,1,Clear,399
None,253.14,0,0,1,Clear,724
None,252.77,0,0,1,Clear,2485
None,252.77,0,0,1,Clear,5349
None,252.01,0,0,1,Clear,6208
None,251.72,0,0,1,Clear,5612
None,254.83,0,0,1,Clear,5002
None,256.45,0,0,1,Clear,4578
None,257.45,0,0,1,Clear,5007
None,258.94,0,0,1,Clear,5210
None,260.45,0,0,1,Clear,5113
None,261.45,0,0,1,Clear,5386
None,262.11,0,0,1,Clear,5942
None,262,0,0,1,Clear,6114
None,261.23,0,0,1,Clear,5932
None,260.06,0,0,1,Clear,4876
None,258.67,0,0,1,Clear,3475
None,257.77,0,0,1,Clear,2732
None,257.26,0,0,1,Clear,2928
None,256.64,0,0,1,Clear,3009
None,256.88,0,0,1,Clear,1703
None,256.51,0,0,1,Clear,1094
None,256.49,0,0,1,Clear,701
None,256.49,0,0,1,Clear,523
None,255.87,0,0,1,Clear,343
None,255.26,0,0,1,Clear,356
None,254.31,0,0,1,Clear,662
None,253.66,0,0,20,Clouds,1204
None,253.34,0,0,75,Clouds,1947
None,254.41,0,0,75,Clouds,2926
None,256.08,0,0,90,Clouds,3495
None,257.22,0,0,90,Clouds,3965
None,259.54,0,0,90,Clouds,4314
None,260.9,0,0,90,Clouds,4694
None,262.25,0,0,90,Clouds,4520
None,263.09,0,0,90,Clouds,4494
None,263.55,0,0,90,Clouds,4694
None,263.46,0,0,90,Clouds,4500
None,263.26,0,0,90,Clouds,4457
None,262.57,0,0,90,Clouds,4256
None,261.85,0,0,90,Clouds,3228
None,261.5,0,0,90,Clouds,2547
None,261.42,0,0,90,Clouds,2862
None,261.14,0,0,90,Clouds,2640
None,260.94,0,0,90,Clouds,1640
None,260.21,0,0,75,Clouds,941
None,258.49,0,0,40,Clouds,671
None,257.34,0,0,40,Clouds,552
None,256.34,0,0,75,Clouds,301
None,256.15,0,0,20,Clouds,264
None,255.22,0,0,1,Clear,443
None,254.91,0,0,1,Clear,713
None,254.25,0,0,20,Clouds,900
None,253.4,0,0,1,Clear,1653
None,254.94,0,0,1,Clear,2490
None,255.84,0,0,1,Clear,3317
None,256.42,0,0,1,Clear,3588
None,257.39,0,0,1,Clear,3849
None,258.14,0,0,1,Clear,4072
None,258.82,0,0,1,Clear,3959
None,258.92,0,0,1,Clear,4117
None,258.67,0,0,1,Clear,3920
None,257.94,0,0,1,Clear,3711
None,256.43,0,0,1,Clear,3535
None,256.01,0,0,1,Clear,2674
None,255.52,0,0,1,Clear,2245
None,254.85,0,0,1,Clear,2146
None,252.85,0,0,1,Clear,1646
None,251.77,0,0,1,Clear,3111
None,251.29,0,0,1,Clear,794
None,250.86,0,0,1,Clear,298
None,250.39,0,0,1,Clear,310
None,249.39,0,0,1,Clear,323
None,249.14,0,0,1,Clear,737
None,248.77,0,0,1,Clear,2542
None,248.26,0,0,1,Clear,5506
None,248.14,0,0,1,Clear,6403
None,248.77,0,0,1,Clear,5556
None,250.15,0,0,1,Clear,4793
None,252.02,0,0,1,Clear,4010
None,254.63,0,0,1,Clear,4271
None,255.73,0,0,1,Clear,4373
None,256.92,0,0,1,Clear,4611
None,257.77,0,0,1,Clear,4857
None,258.49,0,0,1,Clear,5465
None,258.38,0,0,1,Clear,6347
None,257.74,0,0,1,Clear,6008
None,256.58,0,0,1,Clear,4169
None,255.86,0,0,1,Clear,2838
None,255.25,0,0,1,Clear,2441
None,253.16,0,0,1,Clear,2063
None,251.75,0,0,1,Clear,1397
None,250.63,0,0,1,Clear,903
None,250,0,0,1,Clear,481
None,248.88,0,0,1,Clear,282
None,248.13,0,0,1,Clear,212
None,247.38,0,0,1,Clear,341
None,247.13,0,0,1,Clear,744
None,247.26,0,0,1,Clear,2610
None,247.62,0,0,1,Clear,4717
None,248,0,0,1,Clear,6080
None,249.29,0,0,1,Clear,4971
None,251.9,0,0,20,Clouds,5235
None,255.91,0,0,20,Clouds,4146
None,257.52,0,0,40,Clouds,4504
None,259.58,0,0,40,Clouds,4562
None,261.18,0,0,40,Clouds,4809
None,261.61,0,0,20,Clouds,4747
None,261.98,0,0,40,Clouds,5651
None,261.81,0,0,75,Clouds,6431
None,261.27,0,0,90,Clouds,6212
None,261.13,0,0,90,Clouds,4424
None,261.12,0,0,90,Clouds,3079
None,261.38,0,0,90,Clouds,2755
None,261.59,0,0,90,Clouds,2222
None,261.92,0,0,90,Clouds,1537
None,262.07,0,0,90,Clouds,923
None,262.5,0,0,90,Clouds,463
None,262.81,0,0,90,Clouds,312
None,263,0,0,90,Clouds,246
None,263.31,0,0,90,Clouds,336
None,263.4,0,0,90,Clouds,820
None,263.64,0,0,90,Clouds,2678
None,263.82,0.76,0,90,Rain,5165
None,263.9,0.51,0,90,Rain,5312
None,264.01,0.76,0,90,Rain,5552
None,264.92,0,0,90,Clouds,5159
None,265.64,0,0,90,Clouds,4224
None,267.03,0,0,75,Clouds,4540
None,268.14,0.32,0,90,Rain,4684
None,268.55,0.32,0,90,Rain,4692
None,268.81,0.25,0,90,Rain,5133
None,268.78,0.25,0,75,Rain,5822
None,268.07,0.51,0,90,Rain,6650
None,267.29,0,0,90,Clouds,6344
None,266.73,0,0,90,Clouds,4702
None,266.26,0,0,90,Clouds,3150
None,266.12,0,0,90,Clouds,2670
None,265.74,0,0,90,Clouds,2286
None,265.65,0,0,90,Clouds,1545
None,265.44,0,0,90,Clouds,1007
None,264.88,0,0,90,Clouds,548
None,264.35,0,0,90,Clouds,305
None,264.13,0,0,90,Clouds,231
None,264.33,0,0,75,Clouds,354
None,264.81,0,0,90,Clouds,783
None,265.58,0,0,90,Clouds,2639
None,266.52,0,0,90,Clouds,5387
None,267.51,0,0,75,Clouds,6111
None,268.31,0,0,90,Clouds,5725
None,270.18,0,0,90,Clouds,4994
None,270.25,0,0,90,Clouds,4438
None,268.63,0,0,90,Clouds,4732
None,266.55,0,0,90,Clouds,4792
None,265.95,0,0,90,Clouds,4840
None,265.82,0,0,90,Clouds,5344
None,265.81,0,0,90,Clouds,5555
None,265.36,0,0,40,Clouds,6404
None,264.05,0,0,1,Clear,6052
None,263.11,0,0,1,Clear,4499
None,261.95,0,0,1,Clear,3442
None,260.8,0,0,1,Clear,2971
None,260.06,0,0,1,Clear,2737
None,259.35,0,0,1,Clear,1935
None,258.52,0,0,40,Clouds,1153
None,257.85,0,0,20,Clouds,624
None,257.49,0,0,20,Clouds,393
None,256.85,0,0,40,Clouds,295
None,256.56,0,0,20,Clouds,395
None,256.16,0,0,40,Clouds,720
None,256.17,0,0,40,Clouds,2476
None,256.05,0,0,75,Clouds,5354
None,255.95,0,0,40,Clouds,6286
None,255.93,0,0,20,Clouds,5516
None,256.95,0,0,1,Clear,5076
None,258.83,0,0,1,Clear,4664
None,260.26,0,0,1,Clear,5185
None,261.53,0,0,1,Clear,5655
None,262.7,0,0,1,Clear,5429
None,263.48,0,0,1,Clear,5616
None,263.78,0,0,1,Clear,5999
None,263.67,0,0,1,Clear,6403
None,263.28,0,0,1,Clear,6160
None,261.81,0,0,1,Clear,4973
None,260.59,0,0,1,Clear,3930
None,259.33,0,0,1,Clear,3049
None,258.71,0,0,1,Clear,2796
None,258.1,0,0,1,Clear,3539
None,257.27,0,0,1,Clear,2039
None,256.32,0,0,1,Clear,1111
None,255.82,0,0,1,Clear,759
None,255.38,0,0,40,Clouds,542
None,255.4,0,0,75,Clouds,334
None,255.48,0,0,75,Clouds,349
None,255.75,0,0,75,Clouds,636
None,256.04,0,0,75,Clouds,1205
None,256.37,0,0,75,Clouds,2164
None,257.56,0,0,75,Clouds,2839
None,259.26,0,0,90,Clouds,3583
None,261.52,0,0,90,Clouds,3892
None,262.77,0,0,90,Clouds,4213
None,263.52,0,0,90,Clouds,3892
None,264.65,0.25,0,90,Rain,3587
None,265.33,0.51,0,90,Rain,3779
None,265.55,0.25,0,90,Rain,3670
None,265.59,0,0,90,Clouds,3871
None,265.59,0,0,90,Clouds,3908
None,265.48,0,0,90,Clouds,3612
None,265.22,0,0,90,Clouds,2983
None,265.18,0,0,90,Clouds,2631
None,265.35,0,0,90,Clouds,2682
None,265.59,0,0,90,Clouds,2412
None,265.62,0,0,90,Clouds,1579
None,265.44,0,0,90,Clouds,999
None,265.05,0,0,90,Clouds,670
None,264.62,0,0,90,Clouds,520
None,261.48,0,0,1,Clear,323
None,260.89,0,0,1,Clear,252
None,260.29,0,0,1,Clear,445
None,259.77,0,0,1,Clear,740
None,258.28,0,0,1,Clear,1011
None,257.78,0,0,1,Clear,1647
None,259.9,0,0,1,Clear,2440
None,261.02,0,0,1,Clear,3101
None,262.53,0,0,1,Clear,3505
None,263.65,0,0,1,Clear,3918
None,264.9,0,0,75,Clouds,4210
None,265.15,0,0,75,Clouds,4193
None,265.65,0,0,75,Clouds,4175
None,265.9,0,0,90,Clouds,4354
None,265.65,0,0,90,Clouds,3917
None,265.65,0,0,90,Clouds,3523
None,265.9,0,0,90,Clouds,2826
None,266.15,0,0,90,Clouds,2365
None,266.52,0,0,90,Clouds,2072
None,267.29,0,0,90,Clouds,1602
None,267,0,0,90,Clouds,978
Washingtons Birthday,267.44,0,0,90,Clouds,583
None,267.9,0,0,90,Clouds,358
None,267.53,0,0,90,Clouds,245
None,267.53,0,0,90,Clouds,324
None,267.4,0,0,90,Clouds,803
None,267.29,0,0,90,Clouds,2601
None,266.9,0,0,90,Clouds,4527
None,266.78,0,0,90,Clouds,3953
None,266.9,0,0,90,Clouds,3079
None,267.4,0,0,90,Clouds,2778
None,267.92,0,0,90,Clouds,2606
None,269.15,0,0,90,Clouds,2643
None,269.4,0,0,90,Clouds,2965
None,269.9,0,0,90,Clouds,3306
None,270.65,0,0,90,Clouds,3721
None,271.15,0,0,90,Clouds,4051
None,271.53,0,0,90,Clouds,4344
None,271.3,0,0,90,Clouds,4282
None,269.52,0,0,40,Clouds,3306
None,267.51,0,0,1,Clear,2465
None,265.13,0,0,1,Clear,2284
None,264.01,0,0,1,Clear,1908
None,263.89,0,0,1,Clear,1298
None,264.27,0,0,1,Clear,895
None,266.16,0,0,1,Clear,511
None,267.16,0,0,40,Clouds,339
None,267.53,0,0,90,Clouds,269
None,267.4,0,0,75,Clouds,365
None,267.4,0,0,40,Clouds,795
None,267.78,0,0,20,Clouds,2686
None,267.15,0,0,1,Clear,5221
None,266.77,0,0,20,Clouds,5995
None,267.32,0,0,20,Clouds,5400
None,269.9,0,0,20,Clouds,5551
None,272.16,0,0,40,Clouds,4220
None,274.29,0,0,75,Clouds,4620
None,275.4,0,0,75,Clouds,4765
None,276.52,0,0,75,Clouds,4775
None,277.15,0,0,75,Clouds,5190
None,278.27,0,0,40,Clouds,5783
None,278.27,0,0,75,Clouds,6395
None,277,0,0,90,Clouds,6388
None,276.43,0,0,90,Clouds,4877
None,275.57,0,0,75,Clouds,3421
None,274.57,0,0,75,Clouds,2985
None,273.27,0,0,40,Clouds,2640
None,272.39,0,0,1,Clear,1608
None,271.52,0,0,1,Clear,939
None,270.4,0,0,1,Clear,527
None,270.02,0,0,1,Clear,340
None,268.77,0,0,1,Clear,259
None,267.72,0,0,1,Clear,389
None,267.77,0,0,1,Clear,802
None,267.15,0,0,1,Clear,2712
None,265.89,0,0,1,Clear,5516
None,265.14,0,0,1,Clear,6158
None,265.89,0,0,1,Clear,5947
None,268.52,0,0,1,Clear,5025
None,270.57,0,0,1,Clear,4317
None,272.15,0,0,20,Clouds,4682
None,274.78,0,0,20,Clouds,4815
None,275.72,0,0,40,Clouds,5072
None,276.29,0,0,75,Clouds,5308
None,276.43,0,0,75,Clouds,5928
None,276.86,0,0,90,Clouds,6660
None,276.58,0,0,90,Clouds,6438
None,276.4,0,0,90,Clouds,4850
None,275.77,0,0,75,Clouds,3621
None,275.4,0,0,75,Clouds,2917
None,275.03,0,0,75,Clouds,2625
None,275.28,0,0,90,Clouds,1877
None,275.41,0,0,90,Clouds,1118
None,275.87,0,0,90,Clouds,605
None,275.65,0,0,90,Clouds,338
None,274.9,0,0,75,Clouds,279
None,274.4,0,0,75,Clouds,385
None,273.9,0,0,75,Clouds,846
None,273.52,0,0,75,Clouds,2706
None,273.15,0,0,75,Clouds,5621
None,272.77,0,0,90,Clouds,6132
None,273.43,0,0,90,Clouds,4912
None,274,0,0,90,Clouds,4571
None,274.58,0,0,90,Clouds,4021
None,274.43,0,0,90,Clouds,4380
None,274.65,0,0,90,Clouds,4511
None,274.27,0,0,90,Clouds,4268
None,273.9,0,0,90,Clouds,4547
None,273.87,0,0,90,Clouds,4513
None,273.87,0,0,90,Clouds,3562
None,273.73,0,0,90,Clouds,2657
None,273.44,0,0,90,Clouds,1961
None,273.01,0,0,90,Clouds,1437
None,272,0,0,90,Clouds,1376
None,270.28,0,0,90,Clouds,1415
None,266.71,0,0,90,Clouds,1060
None,265.14,0,0,90,Clouds,817
None,263.9,0,0,90,Clouds,415
None,263.15,0,0,90,Clouds,289
None,262.32,0,0,90,Clouds,218
None,261.9,0,0,90,Clouds,311
None,261.02,0,0,90,Clouds,611
None,260.65,0,0,90,Clouds,1780
None,259.59,0,0,90,Clouds,2947
None,259.31,0,0,90,Clouds,3178
None,258.85,0,0,40,Clouds,1996
None,258.9,0,0,90,Clouds,1464
None,259.82,0,0,90,Clouds,1741
None,260.39,0,0,40,Clouds,1244
None,261.15,0,0,40,Clouds,2464
None,261.72,0,0,40,Clouds,2761
None,262.43,0,0,40,Clouds,3179
None,263.15,0,0,40,Clouds,3429
None,263.43,0,0,20,Clouds,3560
None,263.86,0,0,20,Clouds,3361
None,263.14,0,0,1,Clear,2800
None,263.14,0,0,1,Clear,2322
None,263.14,0,0,1,Clear,1870
None,263.43,0,0,1,Clear,1843
None,262.77,0,0,1,Clear,1684
None,261.77,0,0,1,Clear,1165
None,261.27,0,0,1,Clear,705
None,260.77,0,0,1,Clear,437
None,260.27,0,0,1,Clear,340
None,259.64,0,0,1,Clear,300
None,259.02,0,0,1,Clear,327
None,258.52,0,0,1,Clear,647
None,257.89,0,0,1,Clear,1128
None,257.39,0,0,1,Clear,1718
None,257.4,0,0,1,Clear,1797
None,258.65,0,0,20,Clouds,2667
None,259.77,0,0,20,Clouds,2775
None,260.9,0,0,20,Clouds,3144
None,261.77,0,0,20,Clouds,3397
None,262.43,0,0,20,Clouds,3401
None,263.27,0,0,20,Clouds,3651
None,263.4,0,0,20,Clouds,3613
None,263.15,0,0,20,Clouds,3567
None,262.77,0,0,20,Clouds,3366
None,261.86,0,0,1,Clear,3206
None,261.02,0,0,1,Clear,2638
None,260.52,0,0,1,Clear,2686
None,260.14,0,0,1,Clear,3075
None,260.15,0,0,1,Clear,2418
None,259.64,0,0,1,Clear,1609
None,259.27,0,0,1,Clear,1084
None,258.27,0,0,1,Clear,812
None,257.64,0,0,1,Clear,570
None,257.02,0,0,1,Clear,356
None,257,0,0,1,Clear,290
None,256.15,0,0,1,Clear,456
None,256.15,0,0,1,Clear,768
None,255.52,0,0,1,Clear,930
None,256.29,0,0,1,Clear,1636
None,258.3,0,0,1,Clear,2344
None,259.9,0,0,1,Clear,2875
None,261.7,0,0,1,Clear,3262
None,262.56,0,0,1,Clear,3597
None,263.71,2.03,0,1,Rain,3754
None,264.31,0,0,1,Clear,3861
None,264.57,0,0,1,Clear,3888
None,264.3,0,0,1,Clear,3731
None,263.77,0,0,1,Clear,3632
None,262.39,0,0,1,Clear,3033
None,261.75,0,0,1,Clear,2596
None,261.11,0,0,1,Clear,2222
None,260.72,0,0,1,Clear,1811
None,260.09,0,0,1,Clear,1445
None,259.5,0,0,1,Clear,2017
None,258.67,0,0,1,Clear,516
None,257.92,0,0,1,Clear,309
None,256.77,0,0,1,Clear,231
None,256.14,0,0,1,Clear,353
None,255.78,0,0,1,Clear,889
None,254.82,0,0,1,Clear,3154
None,254.73,0,0,1,Clear,5024
None,253.77,0,0,40,Clouds,4578
None,254.69,0,0,20,Clouds,4132
None,256.03,0,0,20,Clouds,5154
None,257.16,0,0,20,Clouds,4161
None,258.74,0,0,40,Clouds,4194
None,260.2,0,0,75,Clouds,4500
None,261.31,0,0,75,Clouds,4516
None,261.91,0,0,75,Clouds,4662
None,261.9,0,0,90,Clouds,5269
None,262.01,0,0,90,Clouds,5983
None,261.67,0,0,90,Clouds,5829
None,261.06,0,0,90,Clouds,4135
None,260.95,0,0,90,Clouds,2816
None,260.11,0,0,90,Clouds,2398
None,259.86,0,0,90,Clouds,2032
None,259.26,0,0,90,Clouds,1359
None,258.38,0,0,90,Clouds,855
None,257.11,0,0,75,Clouds,471
None,255.78,0,0,40,Clouds,293
None,255.32,0,0,1,Clear,293
None,254.52,0,0,1,Clear,244
None,254.12,0,0,1,Clear,244
None,253.84,0,0,1,Clear,369
None,253.27,0,0,1,Clear,369
None,253.14,0,0,1,Clear,864
None,252.27,0,0,1,Clear,2583
None,251.29,0,0,1,Clear,5034
None,251.27,0,0,1,Clear,5156
None,251.77,0,0,1,Clear,4490
None,253.4,0,0,1,Clear,5052
None,255.26,0,0,1,Clear,4317
None,255.92,0,0,1,Clear,4225
None,257.14,0,0,1,Clear,4570
None,257.78,0,0,1,Clear,4700
None,258.22,0,0,20,Clouds,5028
None,258.38,0,0,1,Clear,5668
None,257.94,0,0,20,Clouds,6326
None,257.36,0,0,20,Clouds,6194
None,256.47,0,0,20,Clouds,4452
None,255.45,0,0,1,Clear,3128
None,254.75,0,0,1,Clear,2827
None,253.52,0,0,1,Clear,2711
None,252.39,0,0,1,Clear,1660
None,251.52,0,0,1,Clear,1010
None,251.15,0,0,1,Clear,499
None,250.64,0,0,1,Clear,336
None,250.28,0,0,1,Clear,232
None,249.89,0,0,1,Clear,324
None,249.27,0,0,1,Clear,790
None,249.65,0,0,1,Clear,2645
None,250.02,0,0,20,Clouds,4680
None,250.9,0,0,75,Clouds,5453
None,252.01,0,0,75,Clouds,5674
None,254.32,0,0,75,Clouds,4842
None,256.62,0,0,40,Clouds,4254
None,259.23,0,0,90,Clouds,4499
None,261.28,0,0,75,Clouds,4491
None,262.77,0,0,75,Clouds,4505
None,264.66,0,0,75,Clouds,5002
None,265.54,0,0,75,Clouds,6027
None,265.7,0,0,40,Clouds,5783
None,265.04,0,0,20,Clouds,5649
None,262.91,0,0,20,Clouds,4298
None,260.88,0,0,20,Clouds,3121
None,259.99,0,0,40,Clouds,2679
None,258.62,0,0,20,Clouds,2332
None,256.61,0,0,1,Clear,1562
None,255.51,0,0,20,Clouds,1020
None,253.89,0,0,1,Clear,543
None,252.77,0,0,1,Clear,294
None,251.27,0,0,1,Clear,269
None,250.14,0,0,1,Clear,383
None,249.57,0,0,1,Clear,812
None,249,0,0,1,Clear,2643
None,248.15,0,0,1,Clear,5300
None,247.15,0,0,1,Clear,5684
None,248.15,0,0,20,Clouds,5198
None,249.15,0,0,20,Clouds,4366
None,249.77,0,0,20,Clouds,4616
None,250.65,0,0,40,Clouds,4588
None,251.77,0,0,40,Clouds,4604
None,252.64,0,0,40,Clouds,4875
None,253.86,0,0,40,Clouds,5152
None,254.43,0,0,40,Clouds,5924
None,254.27,0,0,20,Clouds,6224
None,254.14,0,0,20,Clouds,5547
None,253.01,0,0,20,Clouds,4519
None,252.29,0,0,1,Clear,3410
None,251,0,0,1,Clear,3036
None,249.5,0,0,1,Clear,3031
None,249.43,0,0,40,Clouds,1841
None,250.43,0,0,75,Clouds,1098
None,251.43,0,0,90,Clouds,650
None,251.77,0,0,90,Clouds,401
None,252.43,0,0,90,Clouds,290
None,251.43,0,0,40,Clouds,360
None,251.02,0,0,40,Clouds,725
None,250.9,0,0,20,Clouds,2501
None,252.01,0,0,75,Clouds,5347
None,252.77,0,0,90,Clouds,6308
None,254.32,0,0,90,Clouds,5509
None,255.58,0,0,90,Clouds,5102
None,257.29,0,0,90,Clouds,4636
None,258.92,0,0,90,Clouds,4909
None,260.29,0,0,90,Clouds,4903
None,261.44,0,0,90,Clouds,4973
None,262.03,0,0,90,Clouds,5191
None,262.44,0,0,90,Clouds,5405
None,263.29,0,0,90,Clouds,6030
None,263.27,0,0,90,Clouds,5557
None,263.01,0,0,90,Clouds,4757
None,262.44,0,0,90,Clouds,3959
None,262.15,0,0,90,Clouds,3225
None,261.39,0,0,90,Clouds,3135
None,260.89,0,0,90,Clouds,2699
None,259.89,0,0,90,Clouds,1616
None,258.64,0,0,75,Clouds,994
None,257.38,0,0,75,Clouds,718
None,256.76,0,0,90,Clouds,516
None,255.89,0,0,90,Clouds,364
None,254.39,0,0,90,Clouds,428
None,254.14,0,0,90,Clouds,704
None,253.77,0,0,90,Clouds,1250
None,253.39,0,0,90,Clouds,2055
None,253.14,0,0,90,Clouds,3003
None,253.52,0,0,90,Clouds,3584
None,253.84,0,0,90,Clouds,3866
None,254.15,0,0,90,Clouds,4278
None,254.65,0,0,90,Clouds,4641
None,254.9,0,0,90,Clouds,4637
None,254.77,0,0,90,Clouds,4731
None,254.77,0,0,90,Clouds,4305
None,254.52,0,0,90,Clouds,4314
None,254.52,0,0,90,Clouds,4037
None,254.02,0,0,75,Clouds,3897
None,253.9,0,0,75,Clouds,2971
None,253.52,0,0,90,Clouds,2753
None,252.77,0,0,75,Clouds,3244
None,252.02,0,0,75,Clouds,2666
None,251.52,0,0,75,Clouds,1605
None,250.77,0,0,75,Clouds,1024
None,250.14,0,0,90,Clouds,604
None,249.52,0,0,40,Clouds,510
None,249.15,0,0,20,Clouds,292
None,248.28,0,0,75,Clouds,257
None,247.15,0,0,1,Clear,443
None,247.15,0,0,1,Clear,759
None,246.52,0,0,20,Clouds,1070
None,247.44,0,0,1,Clear,1707
None,249.27,0,0,1,Clear,2482
None,251.15,0,0,1,Clear,3177
None,252.4,0,0,1,Clear,3394
None,254.53,0,0,1,Clear,3838
None,255.29,0,0,1,Clear,4106
None,256.15,0,0,1,Clear,3994
None,256.4,0,0,1,Clear,3868
None,256.9,0,0,1,Clear,4122
None,256.53,0,0,1,Clear,3607
None,255.86,0,0,1,Clear,3319
None,254.64,0,0,1,Clear,2676
None,253.89,0,0,1,Clear,2090
None,253.27,0,0,1,Clear,1810
None,252.77,0,0,1,Clear,1401
None,251.39,0,0,1,Clear,2542
None,250.77,0,0,1,Clear,925
None,250.57,0,0,1,Clear,351
None,249.38,0,0,1,Clear,263
None,248.88,0,0,1,Clear,359
None,248.25,0,0,1,Clear,778
None,248.57,0,0,20,Clouds,2502
None,248.72,0,0,40,Clouds,5264
None,249.39,0,0,75,Clouds,6158
None,251.29,0,0,75,Clouds,5309
None,252.15,0,0,90,Clouds,4751
None,254.27,0,0,90,Clouds,4136
None,255.4,0,0,90,Clouds,4311
None,256.9,0,0,90,Clouds,4437
None,258.15,0,0,90,Clouds,4494
None,259.43,0,0,75,Clouds,4896
None,260.02,0,0,90,Clouds,5404
None,260.15,0,0,90,Clouds,6088
None,260.29,0,0,90,Clouds,5670
None,260.15,0,0,90,Clouds,4091
None,259.9,0,0,90,Clouds,2786
None,259.53,0,0,90,Clouds,2471
None,259.4,0,0,90,Clouds,2920
None,259.53,0,0,90,Clouds,2647
None,259.78,0,0,90,Clouds,967
None,259.9,0,0,90,Clouds,502
None,259.77,0,0,90,Clouds,315
None,259.77,0,0,90,Clouds,237
None,259.65,0,0,90,Clouds,369
None,259.65,0,0,90,Clouds,823
None,259.65,0,0,90,Clouds,2604
None,259.77,0,0,90,Clouds,5417
None,259.9,0,0,90,Clouds,5273
None,260.15,0,0,90,Clouds,5464
None,261.15,0,0,90,Clouds,5100
None,262.15,0,0,90,Clouds,4239
None,263.15,0,0,90,Clouds,4553
None,264.15,0,0,90,Clouds,4658
None,264.65,0,0,90,Clouds,4708
None,264.81,0,0,90,Clouds,5234
None,264.9,0,0,90,Clouds,2718
None,264.58,0,0,90,Clouds,2384
None,264.58,0,0,90,Clouds,1428
None,264.58,0,0,90,Clouds,975
None,264.29,0,0,90,Clouds,505
None,264.44,0,0,90,Clouds,316
None,264.29,0,0,90,Clouds,211
None,263.86,0,0,90,Clouds,365
None,263.86,0,0,90,Clouds,785
None,262.77,0,0,75,Clouds,2698
None,261.02,0,0,40,Clouds,5699
None,260.77,0,0,75,Clouds,5992
None,261.86,0,0,20,Clouds,5849
None,263.58,0,0,20,Clouds,4911
None,264.89,0,0,20,Clouds,4417
None,266.29,0,0,1,Clear,4557
None,267.15,0,0,20,Clouds,4768
None,268.03,0,0,1,Clear,4915
None,268.73,0,0,1,Clear,5178
None,268.87,0,0,20,Clouds,5760
None,268.72,0,0,1,Clear,6350
None,268.15,0,0,20,Clouds,6199
None,266.72,0,0,20,Clouds,4659
None,265.72,0,0,1,Clear,3195
None,264.86,0,0,1,Clear,3271
None,264.52,0,0,1,Clear,2341
None,264.43,0,0,1,Clear,1841
None,263.39,0,0,20,Clouds,1445
None,263.29,0,0,20,Clouds,583
None,263.01,0,0,20,Clouds,341
None,263.02,0,0,75,Clouds,249
None,262.91,0,0,40,Clouds,371
None,263.41,0,0,90,Clouds,804
None,263.41,0,0,90,Clouds,2734
None,263.53,0,0,1,Clear,5853
None,264.28,0,0,90,Clouds,6499
None,264.9,0,0,75,Clouds,5582
None,265.9,0,0,75,Clouds,5055
None,267.29,0,0,90,Clouds,4405
None,268.15,0,0,90,Clouds,4676
None,269.3,0,0,90,Clouds,4932
None,269.66,0,0,90,Clouds,4929
None,270.3,0,0,90,Clouds,5602
None,270.3,0,0,90,Clouds,5993
None,270.3,0,0,90,Clouds,6541
None,270.03,0,0,90,Clouds,6232
None,269.78,0,0,90,Clouds,4623
None,269.4,0,0,90,Clouds,3216
None,269.4,0,0,75,Clouds,3088
None,268.78,0,0,20,Clouds,2883
None,268.28,0,0,1,Clear,2177
None,268.53,0,0,75,Clouds,1926
None,269.29,0,0,1,Clear,690
None,269.78,0,0,90,Clouds,368
None,270.53,0,0,90,Clouds,315
None,270.53,0,0,90,Clouds,406
None,270.78,0,0,75,Clouds,754
None,271.03,0,0,90,Clouds,2472
None,271.03,0,0,75,Clouds,5340
None,271.03,0,0,90,Clouds,6342
None,272.15,0,0,90,Clouds,5515
None,273.02,0,0,90,Clouds,4982
None,273.39,0,0,90,Clouds,4550
None,273.14,0,0,90,Clouds,4912
None,272.77,0,0,90,Clouds,5248
None,272.52,0,0,90,Clouds,5248
None,272.02,0,0,90,Clouds,5607
None,272.02,0,0,90,Clouds,5839
None,271.65,0,0,90,Clouds,6644
None,271.4,0,0,90,Clouds,5809
None,270.9,0,0,90,Clouds,4753
None,270.77,0,0,90,Clouds,3528
None,270.02,0,0,90,Clouds,2838
None,269.39,0,0,90,Clouds,3130
None,268.64,0,0,40,Clouds,2699
None,268.64,0,0,90,Clouds,2624
None,268.64,0,0,90,Clouds,1905
