holiday,traffic_volume
None,5001
None,2687
None,2894
None,4278
None,6883
None,4667
None,3096
None,1024
None,5104
None,5377
None,3637
None,5303
None,5494
None,4347
None,5057
None,5207
None,5901
None,6404
None,3729
None,4475
None,2652
None,4697
None,2898
None,4537
None,3639
None,4651
None,4533
None,1800
None,373
None,5651
None,418
None,6199
None,2898
None,3941
None,6783
None,4129
None,4941
None,5208
None,3788
None,3048
None,381
None,5913
None,665
None,3996
None,2483
None,4427
None,389
None,602
None,5931
None,5025
None,336
None,348
None,5189
None,3728
None,4754
None,792
None,4966
None,5276
None,4805
None,4364
None,2206
None,1918
None,4716
None,1150
None,1304
None,4260
None,3774
None,1759
None,3199
None,2179
None,1299
None,389
None,5605
None,4753
None,3057
None,1255
None,1354
None,4555
None,407
None,1993
None,737
None,1631
None,1136
None,4178
None,366
None,4359
None,2741
None,3335
None,289
None,1121
None,6326
None,3139
None,5968
None,2718
None,851
None,5795
None,542
None,2665
None,1103
None,4416
None,3857
None,7213
None,4198
None,3245
None,6026
None,596
None,309
None,4198
None,3871
None,5142
None,4558
None,4032
None,5102
None,5652
None,2604
None,4523
None,829
None,2283
None,5130
None,5938
None,4992
None,3539
None,6817
None,488
None,938
None,3128
None,4989
None,5013
None,946
None,3529
None,853
None,565
None,2987
None,4277
None,879
None,6420
None,3429
None,3331
None,4917
None,4346
None,571
None,5927
None,4704
None,1880
None,5177
None,5191
None,3393
None,4775
None,4783
None,775
None,6391
None,2320
None,4730
None,4766
None,6386
None,4993
None,1837
None,3002
None,323
None,4695
None,3705
None,4523
None,373
None,6143
None,4278
None,3378
None,5021
None,4300
None,1824
None,4905
None,388
None,5631
None,3400
None,4217
None,1036
None,1421
None,5189
None,4351
None,4916
None,4265
None,5656
None,5641
None,1893
None,4455
None,5001
None,3761
None,576
None,2239
None,4529
None,553
None,5690
None,4997
None,6598
None,344
None,1150
None,3696
None,5177
None,4909
None,4384
None,4455
None,4373
None,652
None,6042
None,1883
None,819
None,6066
None,5331
None,2878
None,795
None,310
None,1473
None,4684
None,833
None,4983
None,3519
None,6517
None,273
None,3713
None,2928
None,5604
None,2876
None,1311
None,2611
None,4912
None,1629
None,5219
None,5077
None,6222
None,6405
None,4101
None,5720
None,5906
None,1703
None,206
None,1558
None,6015
None,759
None,986
None,6290
None,2700
None,3306
None,822
None,1215
None,4826
None,2995
None,810
None,5356
None,5875
None,5553
None,2023
None,271
None,952
None,4649
None,393
None,5114
None,5516
None,5208
None,6007
None,4619
None,3374
None,5334
None,4175
None,5102
None,4767
None,4787
None,410
None,1034
None,327
None,5224
None,4693
None,287
None,4664
None,2954
None,3793
None,5159
None,4209
None,4569
None,6585
None,2726
None,2917
None,6239
None,1043
None,4497
None,4098
None,2552
None,3799
None,5356
None,4519
None,3654
None,4852
None,1005
None,5136
None,3798
None,6177
None,3505
None,4416
None,5777
None,1381
None,3659
None,2400
None,1482
None,4236
None,4666
None,3436
None,4331
None,4344
None,4600
None,731
None,6618
None,1514
None,659
None,5713
None,848
None,2677
None,6192
None,4643
None,4837
None,2939
None,670
None,4818
None,634
None,4511
None,3003
None,4335
None,875
None,6948
None,5956
None,417
None,4058
None,1055
None,4802
None,5399
None,758
None,6407
None,308
None,4874
None,2661
None,443
None,5150
None,3350
None,5290
None,4760
None,5084
None,325
None,2374
None,640
None,1324
None,909
None,5118
None,6571
None,5849
None,348
None,4592
None,5423
None,5781
None,4616
None,4480
None,2939
None,1798
None,3462
None,3420
None,5345
None,5639
None,4100
None,4640
None,1121
None,2910
None,2652
None,5691
None,5830
None,1618
None,4555
None,1212
None,4856
None,2733
None,2182
None,574
None,1188
None,596
None,3163
None,2489
None,5195
None,342
None,6415
None,6649
None,5139
None,5199
None,4989
None,5850
None,1054
None,494
None,315
None,6154
None,4315
None,1057
None,3112
None,5621
None,4933
None,608
None,4705
None,850
None,2261
None,4877
None,2836
None,340
None,391
None,5164
None,5440
None,494
None,4775
None,4683
None,2560
None,4620
None,1621
None,5699
None,754
None,1389
None,2903
None,6533
None,381
None,4844
None,4507
None,5853
None,4761
None,4963
None,6357
None,3444
None,709
None,1169
None,4961
None,2196
None,6150
None,4925
None,5527
None,3674
None,1363
None,616
None,4057
None,1033
None,4081
None,5513
None,1780
None,2384
None,5428
None,2104
None,4976
None,4497
None,536
None,4471
None,4977
None,4386
None,3963
None,851
None,4622
None,4803
None,384
None,2638
None,1450
None,1537
None,1171
None,680
None,234
None,5070
None,306
None,4271
None,3759
None,4276
None,5621
None,5836
None,333
None,602
None,2690
None,344
None,4935
None,2117
None,4392
None,3865
None,2547
None,1425
None,2692
None,5045
None,5747
None,3321
None,5694
None,4436
None,5860
None,5926
None,583
None,3283
None,5879
None,1489
None,4735
None,3169
None,4679
None,4529
None,5239
None,1489
None,3539
None,6684
None,3943
None,1128
None,3005
None,2334
None,858
None,355
None,1003
None,4139
None,908
None,5859
None,252
None,2700
None,195
None,2140
None,1187
None,2454
None,5752
None,4547
None,5961
None,5782
None,659
None,789
None,306
None,2268
None,4285
None,558
None,2992
None,5442
None,4778
None,656
None,2617
None,6605
None,571
None,890
None,269
None,5927
None,5269
None,628
None,462
None,4665
None,5700
None,5492
None,438
None,2309
None,2337
None,2997
None,4795
None,4794
None,5011
None,2665
None,5457
None,5356
None,550
None,4564
None,2894
None,5205
None,5331
None,4098
None,5082
None,3530
None,1273
None,5446
None,940
None,2713
None,730
None,4714
None,4166
None,5183
None,5083
None,4956
None,2706
None,5463
None,6182
None,3376
None,1895
None,4298
None,4526
None,2918
None,4639
None,4792
None,6429
None,372
None,5119
None,2060
None,910
None,658
None,946
None,5692
None,367
None,365
None,4492
None,2258
None,363
None,4982
None,1139
None,2512
None,2059
None,2951
None,391
None,2139
None,5590
None,2082
None,4173
None,2319
None,4149
None,3075
None,1413
None,3057
None,3666
None,1216
None,338
None,4760
None,4505
None,345
None,2477
None,834
None,261
None,6174
None,361
None,1902
None,5162
None,838
None,578
None,752
None,5179
None,1885
None,3001
None,5179
None,4866
None,4314
None,5216
None,6925
None,3456
None,337
None,1399
None,4361
None,3127
None,4375
None,4808
None,1206
None,455
None,846
None,4569
None,303
None,859
None,3622
None,2875
None,3310
None,4573
None,5615
None,1018
None,747
None,821
None,5626
None,5855
None,3449
None,923
None,4682
None,4532
None,6457
None,5970
None,4454
None,331
None,1432
None,4325
None,3890
None,6138
None,1084
None,5490
None,5460
None,4429
None,1248
None,5878
None,868
None,365
None,5452
None,3301
None,4276
None,4294
None,3920
None,3311
None,3502
None,2974
None,351
None,2768
None,311
None,4347
None,312
None,4801
None,662
None,4851
None,6182
None,491
None,2502
None,2672
None,2462
None,4506
None,801
None,5668
None,5648
None,4016
None,3514
None,1978
None,862
None,4819
None,716
None,303
None,344
None,441
None,4486
None,4444
None,864
None,4560
None,5269
None,1381
None,1968
None,3713
None,1508
None,6198
None,5997
None,3780
None,432
None,4041
None,369
None,4579
None,5841
None,566
None,4519
None,4566
None,2317
None,2863
None,1575
None,5856
None,3261
None,1502
None,743
None,364
None,3856
None,5457
None,3732
None,4166
None,1123
None,4397
None,2882
None,2933
None,5848
None,598
None,5600
None,2650
None,5252
None,5538
None,2620
None,3349
None,2914
None,5600
None,2628
None,739
None,4261
None,6907
None,1850
None,3329
None,5201
None,4969
None,4425
None,2183
None,850
None,1653
None,1092
None,4022
None,3901
None,3202
None,879
None,4728
None,317
None,3075
None,5020
None,2099
None,801
None,643
None,3303
None,5806
None,6726
None,3725
None,5668
None,1539
None,1015
None,493
None,300
None,635
None,5276
None,4696
None,4913
None,3404
None,3473
None,6875
None,5627
None,3067
None,4654
None,505
None,1390
None,5003
None,327
None,243
None,5311
None,3139
None,4769
None,4703
None,5015
None,1305
None,4954
None,1461
None,1037
None,5467
None,6028
None,3535
None,4645
None,280
None,999
None,6588
None,3245
None,3075
None,4379
None,329
None,6577
None,4774
None,4303
None,3998
None,2348
None,1813
None,3631
None,4024
None,338
None,2109
None,3389
None,5941
None,4760
None,4606
None,519
None,835
None,6489
None,1263
None,1608
None,251
None,642
None,5717
None,2924
None,4133
None,3862
None,4985
None,516
None,400
None,2650
None,338
None,2859
None,4777
None,3046
None,2839
None,344
None,954
None,6388
None,3917
None,5010
None,5423
None,4039
None,6071
None,5565
None,2370
None,5506
None,683
None,654
None,3402
None,6174
None,4345
None,5676
None,1428
None,4235
None,3262
None,484
None,3271
None,664
None,5666
None,241
None,4505
None,4725
None,2686
None,6517
None,633
None,5983
None,1847
None,703
None,5705
None,2949
None,1475
None,5214
None,4330
None,548
None,5798
None,369
None,5022
None,6685
None,5053
None,3060
None,6029
None,4992
None,4359
None,6386
None,1307
None,5898
None,374
None,4746
None,2554
None,2822
None,6054
None,5544
None,5892
None,1536
None,303
None,296
None,4302
None,3993
None,387
None,4823
None,5066
None,2367
None,5670
None,4158
None,5918
None,270
None,5633
None,865
None,4677
None,4759
None,4758
None,606
None,5388
None,3047
None,4941
None,917
None,3866
None,4980
None,3019
None,6171
None,4304
None,4724
None,5301
None,4412
None,632
None,3465
None,4998
None,4723
None,282
None,4861
None,733
None,493
None,3884
None,1770
None,2415
None,893
None,3426
None,270
None,6597
None,6264
None,312
None,1230
None,437
None,4766
None,436
None,654
None,3260
None,687
None,424
None,6614
None,5035
None,6266
None,5214
None,2846
None,5710
None,351
None,5411
None,3326
None,6778
None,1653
None,851
None,3682
None,5330
None,4684
None,973
None,5708
None,1607
None,4743
None,4303
None,6032
None,722
None,3333
None,776
None,6348
None,5154
None,2534
None,3231
None,5812
None,5599
None,281
None,6069
None,960
None,2649
None,5431
None,5228
None,5789
None,786
None,438
None,4093
None,5804
None,5377
None,4592
None,231
None,5312
None,5329
None,2134
None,5974
None,422
None,4030
None,2867
None,557
None,2886
None,1621
None,2599
None,444
None,6593
None,3239
None,4543
None,4384
None,1063
None,5497
None,288
None,1130
None,387
None,4447
None,377
None,294
None,2769
None,6736
None,3174
None,799
None,1356
None,2751
None,4887
None,2419
None,4638
None,6358
None,4902
None,3017
None,6072
None,5497
None,3310
None,2624
None,4595
None,2394
None,4692
None,6262
None,486
None,5307
None,4615
None,592
None,2943
None,981
None,2727
None,5142
None,4255
None,395
None,4820
None,811
None,3450
None,5404
None,424
None,2424
None,350
None,3271
None,4979
None,4848
None,6096
None,2621
None,10
None,3209
None,3202
None,4985
None,1842
None,4986
None,4952
None,548
None,5100
None,339
None,627
None,5258
None,284
None,482
None,5266
None,3580
None,3226
None,407
None,5922
None,1892
None,3068
None,6448
None,373
None,2804
None,3184
None,5024
None,239
None,5750
None,4300
None,2963
None,4262
None,4832
None,310
None,3949
None,6725
None,6300
None,4548
None,3156
None,3115
None,4732
None,4806
None,298
None,844
None,834
None,5521
None,991
None,315
None,6139
None,3602
None,2126
None,6396
None,1241
None,338
None,4909
None,676
None,4806
None,744
None,5761
None,2881
None,327
None,449
None,874
None,386
None,6266
None,3567
None,3449
None,3122
None,3302
None,4409
None,339
None,1356
None,6238
None,2634
None,5718
None,4140
None,5402
None,4804
None,6132
None,5481
None,5343
None,3216
None,4428
None,362
None,5627
None,3971
None,665
None,5419
None,3108
None,1179
None,4296
None,4501
None,6308
None,4352
None,396
None,1356
None,2822
None,2728
None,6715
None,4566
None,2992
None,990
None,468
None,2764
None,899
None,5570
None,4400
None,3736
None,2381
None,2783
None,3256
None,5537
None,313
None,2823
None,1703
None,801
None,357
None,779
None,540
None,4696
None,2197
None,6310
None,5225
None,4632
None,3771
None,1234
None,1133
None,4438
None,3513
None,5133
None,3983
None,329
None,391
None,5526
None,2398
None,905
None,263
None,4958
None,4241
None,937
None,4709
None,979
None,4126
None,1153
None,536
None,891
None,5818
None,4431
None,2090
None,4551
None,2584
None,5917
None,3362
None,5024
None,653
None,268
None,2544
None,2620
None,421
None,4544
None,809
None,2634
None,4288
None,5041
None,2741
None,3473
None,5035
None,5409
None,5873
None,1737
None,3801
None,370
None,4703
None,530
None,4530
None,1556
None,6500
None,522
None,4946
None,1996
None,3263
None,5538
None,4637
None,5015
None,2984
None,5098
None,432
None,1946
None,3433
None,4067
None,3694
None,2183
None,909
None,821
None,6128
None,4570
None,5832
None,5196
None,3289
None,4932
None,739
None,523
None,4769
None,5466
None,1221
None,5694
None,1400
None,459
None,815
None,1617
None,1194
None,6448
None,1405
None,354
None,2964
None,5217
None,4144
None,5453
None,2303
None,261
None,2008
None,3117
None,5162
None,701
None,2830
None,6040
None,1158
None,365
None,4533
None,1544
None,2626
None,113
None,721
None,1196
None,4520
None,1078
None,5179
New Years Day,1439
None,4911
None,2101
None,4889
None,4472
None,4818
None,4397
None,1651
None,4254
None,5072
None,1116
None,5969
None,4426
None,4779
None,5005
None,343
None,2375
None,3853
None,4533
None,3446
None,4541
None,357
None,5771
None,484
None,5652
None,5179
None,3627
None,384
None,6103
None,5992
None,4518
None,5393
None,2137
None,3400
None,4874
None,3378
None,2056
None,4572
None,2561
None,5236
None,5799
None,5464
None,1787
None,994
None,4200
None,11
None,384
None,304
None,5638
None,1486
None,1499
None,1308
None,3951
None,4858
None,3251
None,1248
None,4711
None,3938
None,1512
None,1483
None,3171
None,449
None,4348
None,434
None,5551
None,5155
None,5441
None,1049
None,3629
None,2819
None,487
None,5615
None,1664
None,5850
None,393
None,2240
None,5855
None,4862
None,6494
None,1167
None,344
None,4070
None,3460
None,3945
None,2966
None,4565
None,975
None,797
None,1455
None,5039
None,4146
None,455
None,474
None,4456
None,2700
None,419
None,4127
None,5467
None,598
None,1313
None,2016
None,5655
None,425
None,906
None,6031
None,3319
None,4982
None,3923
None,2087
None,1264
None,232
None,2687
None,5588
None,695
None,6096
None,2783
None,3013
None,698
None,317
None,3519
None,2157
None,4159
None,619
None,5646
None,277
None,4664
None,2711
None,4830
None,409
None,6470
None,4352
None,6126
None,871
None,1451
None,400
None,4446
None,5839
None,4265
None,312
None,3464
None,2614
None,538
None,3487
None,4725
None,551
None,2907
None,5398
None,5849
None,5341
None,793
None,3488
None,6039
None,370
None,5129
None,333
None,4429
None,283
None,274
None,1785
None,3901
None,978
None,395
None,3935
None,1174
None,2835
None,641
None,6158
None,2318
None,858
None,1394
None,5756
None,3908
None,4711
None,5766
None,3191
None,5147
None,935
None,5314
None,4760
None,5635
None,534
None,4833
None,318
None,4507
None,4624
None,515
None,1372
None,4061
None,4623
None,4377
None,6062
None,6299
None,6624
None,4669
None,2880
None,568
None,335
None,5288
None,5123
None,2887
None,866
None,3684
None,3346
None,310
None,875
None,3177
None,4829
None,4585
None,986
None,2322
None,5861
None,3897
None,4021
None,5403
None,5381
None,6275
None,4318
None,6710
None,1050
None,6099
None,872
None,321
None,5187
None,4910
None,6318
None,2654
None,4321
None,5656
None,2916
None,6459
None,4871
None,3482
None,5058
None,4423
None,4896
None,4872
None,346
None,828
None,428
None,4245
None,831
None,6177
None,1663
None,5829
None,5629
None,1208
None,3139
None,369
None,2536
None,826
None,4019
None,4037
None,1003
None,1341
None,1372
None,2710
None,3659
None,768
None,839
None,1629
None,3866
None,6045
None,996
None,4453
None,5032
None,2435
None,2454
None,797
None,4895
None,6016
None,4621
None,5452
None,2431
None,2987
None,5542
None,6658
None,5813
None,2809
None,7130
None,4082
None,5616
None,3605
None,6775
None,3983
None,1371
None,859
None,3616
None,2002
None,326
None,6589
None,3070
None,3840
None,3052
None,4380
None,2702
None,5197
None,4232
None,2805
None,904
None,318
None,4161
None,431
None,2659
None,3892
None,277
None,4603
None,3948
None,5827
None,1311
None,4371
None,5658
None,1009
None,571
None,642
None,5448
None,1987
None,321
None,2641
None,3133
None,4800
None,3058
None,1973
None,342
None,474
None,193
None,254
None,894
None,2807
None,5418
None,3380
None,5016
None,3671
None,4434
None,271
None,5169
None,4632
None,4718
None,3085
None,4884
None,5029
None,2759
None,5923
None,5120
None,3393
None,4115
None,4412
None,6283
None,2645
None,371
None,398
None,4108
None,1351
None,4890
None,3557
None,1450
None,4238
None,4564
None,6022
None,5954
None,4887
None,4710
None,645
None,1632
None,326
None,4755
None,4808
None,548
None,5093
None,4476
None,904
None,4520
None,5014
None,5712
None,254
None,388
None,3145
None,4694
None,4458
None,5560
None,6312
None,1370
None,2431
None,4165
None,4043
None,321
None,5866
None,3440
None,5817
None,4706
None,2367
None,2017
None,736
None,5294
None,6060
None,4987
None,317
None,1311
None,3175
None,2533
None,4770
None,2734
None,4363
None,2675
None,389
None,359
None,4251
None,6157
None,617
None,393
None,2332
None,4875
None,644
None,2000
None,531
None,531
None,6057
None,3282
None,522
None,5666
None,271
None,3648
None,337
None,893
None,6031
None,393
None,2017
None,6593
None,4672
None,4377
None,2811
None,2251
None,4897
None,5158
None,5984
None,5082
None,5170
None,4791
None,4716
None,5814
None,830
None,4752
None,3426
None,5581
None,3916
None,3513
None,1808
None,481
None,3390
None,4762
None,865
None,2607
None,5383
None,2478
None,3891
None,3036
None,354
None,583
None,4877
None,5612
None,347
None,5463
None,682
None,3568
None,3216
None,3496
None,781
None,812
None,873
None,4429
None,4597
None,4374
None,4433
None,1094
None,4331
None,573
None,559
None,6295
None,902
None,5232
None,1194
None,314
None,3846
None,733
None,3260
None,6242
None,371
None,2844
None,1153
None,243
None,2404
None,4889
None,5602
None,1512
None,2375
None,612
None,3860
None,1860
None,433
None,3289
None,5773
None,492
None,4817
None,2466
None,4547
None,4694
None,3095
None,788
None,2732
None,6038
None,5255
None,4355
None,1682
None,1280
None,4167
None,6888
None,839
None,4832
None,6286
None,1491
None,2976
None,1392
None,435
None,2083
None,6421
None,4559
None,3706
None,5213
None,5492
None,2784
None,608
None,813
None,346
None,4660
None,5993
None,2649
None,5984
None,1596
None,1945
None,1039
None,5173
None,4865
None,3654
None,1052
None,5623
None,4066
None,3556
None,3110
None,3286
None,3282
None,627
None,265
None,4917
None,4027
None,4169
None,3239
None,6005
None,3529
None,2835
None,2826
None,2497
None,4293
None,5844
None,766
None,4295
None,5031
None,5263
None,4800
None,585
None,357
None,6621
None,1453
None,5149
None,3225
None,6274
None,4933
None,3654
None,2241
None,4732
None,3309
None,4000
None,2982
None,4954
None,3793
None,6479
None,4807
None,4578
None,6745
None,4355
None,3161
None,2611
None,823
None,6299
None,359
None,3045
None,857
None,3024
None,1812
None,5652
None,5075
None,6088
None,5794
None,5556
None,5599
None,4638
None,2938
None,2603
None,888
None,5325
None,5341
None,293
None,1923
None,1336
None,586
None,1617
None,1766
None,4470
None,4899
None,4273
None,699
None,927
None,6395
None,6401
None,5553
None,4686
None,5180
None,6635
None,5717
None,3338
None,5776
None,433
None,6219
None,731
None,5005
None,389
None,6343
None,770
None,6111
None,4585
None,1681
None,5441
None,530
None,486
None,315
None,4982
None,3113
None,5865
None,4494
None,3921
None,4090
None,377
None,4074
None,323
None,888
None,466
None,2240
None,4238
None,4041
None,2505
None,993
None,4246
None,6219
None,2464
None,395
None,5316
None,4618
None,346
None,2389
None,4498
None,2787
None,4399
None,2369
None,720
None,2744
None,2251
None,3977
None,1195
None,604
None,407
None,4940
None,849
None,687
None,5262
None,1169
None,4762
None,340
None,2507
None,4473
None,4462
None,4309
None,2623
None,5740
None,316
None,1659
None,1871
None,4512
None,4891
None,5434
None,355
None,6136
None,916
None,2460
None,6010
None,3053
None,308
None,5023
None,795
None,1939
None,6383
None,4452
None,4377
None,5636
None,1102
None,6134
None,3703
None,793
None,277
None,4665
None,304
None,5266
None,4072
None,2139
None,294
None,4986
None,4089
None,5728
None,255
None,5460
None,256
None,4023
None,457
None,778
None,5141
None,2732
None,793
None,4769
None,6686
None,5410
None,3540
None,363
None,5750
None,1425
None,6083
None,4128
None,854
None,4329
None,4811
None,5204
None,2979
None,6519
None,4609
None,2687
None,2178
None,602
None,585
None,488
None,1836
None,6539
None,6432
None,5782
None,2559
None,671
None,526
None,3132
None,393
None,4195
None,4091
None,5900
None,3022
None,4908
None,1416
None,5265
None,1181
None,3618
None,4371
None,2705
None,4081
None,2663
None,691
None,3119
None,282
None,526
None,893
None,5526
None,5870
None,4286
None,4155
None,4679
None,5644
None,4704
None,2657
None,5834
None,832
None,2746
None,2844
None,373
None,790
None,5589
None,4864
None,333
None,2099
None,2873
None,5660
None,5
None,795
None,344
None,479
None,5094
None,368
None,2851
None,6257
None,287
None,2712
None,4567
None,4767
None,5174
None,1818
None,1084
None,5920
None,6656
None,6421
None,1030
None,2965
None,1566
None,882
None,3914
None,388
None,6944
None,1158
None,6453
None,614
None,4554
None,601
None,3433
None,4685
None,4998
None,681
None,357
None,2251
None,813
None,373
None,242
None,4801
None,3043
None,3450
None,3952
None,5181
None,6263
None,5245
None,5038
None,3446
None,1845
None,2841
None,6070
None,6089
None,3282
None,6347
None,5986
None,6409
None,831
None,5638
None,5518
None,476
None,4732
None,5263
None,5810
None,270
None,4653
None,3701
None,1928
None,5083
None,4808
None,2827
None,629
None,530
None,6470
None,4049
None,3419
None,2740
None,1713
None,2767
None,2895
None,467
None,6717
None,1762
None,5406
None,807
None,2165
None,4817
None,5426
None,2486
None,996
None,914
None,6644
None,959
None,4715
None,4442
None,4454
None,2578
None,3404
None,910
None,3313
None,4959
None,3721
None,606
None,2331
None,524
None,2564
None,1110
None,914
None,5001
None,478
None,5814
None,2868
None,383
None,2765
None,3009
None,4680
None,4320
None,5518
None,3691
None,4978
None,442
None,4260
None,3017
None,276
None,1412
None,434
None,5177
None,4760
None,2827
None,4667
None,4161
None,4591
None,381
None,4973
None,6351
None,6243
None,5470
None,5922
None,4865
None,2449
None,3294
None,819
None,5409
None,5722
None,924
None,467
None,5631
None,534
None,1377
None,2314
None,4568
None,356
None,6220
None,425
None,6595
None,4518
None,4095
None,4544
None,4874
None,2935
None,5105
None,6306
None,5826
None,788
None,5995
None,2311
None,4295
None,6123
None,2711
None,6506
None,4598
None,6533
None,5282
None,4140
None,3973
None,1215
None,255
None,4620
None,3010
None,3534
None,5025
None,2880
None,3039
None,2480
None,2500
None,4693
None,3160
None,414
None,2547
None,3362
None,5138
None,342
None,5772
None,4624
None,5442
None,4877
None,339
None,528
None,4552
None,1078
None,1156
None,3106
None,5695
None,3243
None,4621
None,5025
None,561
None,6237
None,2825
None,2678
None,2329
None,4487
None,3023
None,4347
None,4079
None,5690
None,4330
None,5795
None,331
None,949
None,4714
None,879
None,6670
None,5193
None,1867
None,5908
None,1797
None,1299
None,388
None,249
None,3651
None,2283
None,6642
None,4524
None,357
None,3263
None,4990
None,1402
None,2768
None,5210
None,900
None,932
None,4449
None,6476
None,2615
None,524
None,5803
None,581
None,5606
None,1183
None,4824
None,5769
None,5816
None,868
None,551
None,4387
None,4737
None,3927
None,1263
None,955
None,2558
None,3289
None,851
None,4517
None,5234
None,6455
None,915
None,4583
None,1257
None,6171
None,5730
None,1604
None,2531
None,4179
None,6753
None,3322
None,471
None,3238
None,2697
None,405
None,2440
None,3558
None,4864
None,6550
None,3457
None,5370
None,2137
None,3945
None,2835
None,6601
None,5036
None,4680
None,4314
None,2711
None,4547
None,5623
None,4325
None,805
None,839
None,4631
None,4838
None,891
None,327
None,625
None,4547
None,265
None,2951
None,372
None,2804
None,6119
None,3676
None,3178
None,5902
None,5118
None,261
None,4893
None,6160
None,6365
None,4786
None,302
None,453
None,374
None,4129
None,6004
None,4358
None,5852
None,5327
None,4570
None,3223
None,6852
None,319
None,5019
None,1235
None,5287
None,522
None,3334
None,979
None,4629
None,4455
None,457
None,5425
None,4823
None,5670
None,1421
None,1798
None,2700
None,292
None,5899
None,961
None,3611
None,277
None,1780
None,3506
None,5000
None,920
None,2781
None,4567
None,418
None,2076
None,745
None,1171
None,2785
None,4760
None,847
None,2040
None,5785
None,2795
None,403
None,901
None,4413
None,834
None,4953
None,570
None,5100
None,4582
None,453
None,5185
None,2903
None,4263
None,4223
None,3102
None,3071
None,5449
None,544
None,4454
None,2712
None,535
None,5403
None,2980
None,1230
None,868
None,434
None,6365
None,5660
None,3618
None,1354
None,5492
None,3148
None,5170
None,4480
None,876
None,6863
None,1734
None,5759
None,3356
None,1816
None,4541
None,2032
None,6123
None,6039
None,3412
None,4963
None,392
None,3889
None,3592
None,381
None,3610
None,934
None,1115
None,3753
None,1205
None,1772
None,1340
None,5217
None,5672
None,4298
None,2847
None,5592
None,4716
None,4551
None,330
None,5660
None,2051
None,1196
None,3804
None,339
None,1663
None,274
None,2651
None,4727
None,2977
None,584
None,1784
None,1949
None,2078
None,2829
None,6582
None,3545
None,1016
None,311
None,1166
None,4662
None,376
None,607
None,6543
None,1265
None,4899
None,5947
None,6269
Martin Luther King Jr Day,698
None,6017
None,6584
None,6030
None,3795
None,2167
None,4109
None,1070
None,3905
None,2626
None,332
None,5033
None,3012
None,2631
None,3839
None,1739
None,4721
None,4964
None,3410
None,2617
None,3832
None,2304
None,853
None,4748
None,3630
None,811
None,2169
None,3276
None,5169
None,876
None,6327
None,4423
None,3977
None,4908
None,4554
None,4545
None,6570
None,4551
None,368
None,4784
None,5329
None,4567
None,5177
None,464
None,1956
None,4748
None,274
None,3059
None,5320
None,599
None,5299
None,3572
None,3125
None,3141
None,3282
None,340
None,4203
None,803
None,3308
None,1080
None,329
None,462
None,2020
None,4823
None,3977
None,4927
None,5161
None,572
None,4531
None,6092
None,3811
None,2474
None,705
None,4635
None,2703
None,970
None,367
None,4631
None,3126
None,4365
None,617
None,2532
None,557
None,6190
None,381
None,427
None,3154
None,268
None,5181
None,6593
None,4428
None,3813
None,2176
None,400
None,322
None,856
None,4517
None,5993
None,3011
None,4193
None,2704
None,1235
None,5178
None,2126
None,418
None,5704
None,4321
None,5131
None,4654
None,274
None,1403
None,5109
None,6054
None,620
None,758
None,3267
None,2277
None,5102
None,4777
None,5448
None,4853
None,2555
None,3414
None,4739
None,5537
None,4015
None,4944
None,389
None,2027
None,514
None,2726
None,5778
None,5936
None,2691
None,7023
None,4523
None,1117
None,4816
None,384
None,2476
None,1738
None,1523
None,391
None,4671
None,1308
None,5685
None,1978
None,4547
None,558
None,4135
None,5074
None,5527
None,4763
None,404
None,325
None,779
None,6722
None,2407
None,4459
None,634
None,1507
None,344
None,302
None,4940
None,5963
None,819
None,360
None,4983
None,4497
None,660
None,4900
None,3253
None,4367
None,6505
None,386
None,3006
None,4568
None,5502
None,3253
None,758
None,4954
None,4470
None,6173
None,4744
None,2016
None,736
None,6291
None,1916
None,2496
None,4778
None,745
None,5982
None,2587
None,3184
None,1008
None,1179
None,3077
None,4025
None,501
None,2687
None,560
None,2988
None,793
None,2775
None,4550
None,6787
None,372
None,4598
None,2581
State Fair,661
None,4193
None,763
None,4046
None,6390
None,378
None,1569
None,4777
None,4199
None,811
None,356
None,4504
None,4739
None,425
None,354
None,5792
None,2719
None,2388
None,488
None,5393
None,328
None,906
None,652
None,5017
None,3346
None,980
None,600
None,4983
None,4370
None,4656
None,3418
None,5635
None,490
None,4605
None,1020
None,377
None,358
None,4730
None,358
None,3069
None,374
None,664
None,4204
None,4132
None,5147
None,6107
None,604
None,3272
None,4061
None,330
None,499
None,362
None,1373
None,6180
None,597
None,1673
None,6378
None,4904
None,5974
None,4578
None,911
None,1821
None,4178
None,1772
None,2409
None,5893
None,6157
None,1172
None,3068
None,372
None,3015
None,5005
None,5203
None,2633
None,2832
None,2310
None,473
None,2110
None,2991
None,5813
None,825
None,278
None,6372
None,1494
None,345
None,4197
None,4906
None,2875
None,4560
None,5439
None,4607
None,528
None,1442
None,4146
None,4601
None,394
None,4380
None,2625
None,1999
None,3118
None,6301
None,4045
None,6188
None,2694
None,4766
None,5356
None,4567
None,3153
None,313
None,1048
None,746
None,5750
None,6432
None,837
None,2160
None,2619
None,6116
None,1198
None,471
None,2597
None,832
None,360
None,3283
None,4839
None,4819
None,527
None,4717
None,2999
None,5763
None,2745
None,2086
None,4406
None,6279
None,5031
None,3030
None,872
None,5400
None,761
None,2348
None,6036
None,491
None,4134
None,4986
None,5617
None,5945
None,4377
