holiday,temp,rain_1h,snow_1h,clouds_all,weather_description,traffic_volume
None,287.82,0,0,90,proximity shower rain,5316
None,282.55,0,0,90,mist,4164
None,273.08,0,0,90,overcast clouds,3653
None,292.09,6.89,0,44,proximity thunderstorm,1256
None,285.68,0,0,75,broken clouds,2398
None,294.56,0,0,1,sky is clear,582
None,272.94,0,0,90,mist,2608
None,270.12,0,0,90,overcast clouds,5403
None,271.65,0,0,90,overcast clouds,2273
None,281.03,0,0,90,proximity shower rain,3584
None,273.35,0,0,90,light snow,4781
None,276.94,0,0,90,overcast clouds,5987
None,279.669,0,0,0,Sky is Clear,4388
None,289.47,0,0,90,mist,5805
None,280.686,0,0,64,broken clouds,2492
None,286.557,0,0,92,moderate rain,4411
None,288.55,0,0,1,sky is clear,5622
None,292.73,0,0,40,scattered clouds,5269
None,271.36,0,0,90,mist,599
None,275.15,0,0,90,fog,1596
None,275.54,0,0,90,fog,4017
None,293.91,0,0,1,mist,412
None,271.75,0,0,1,sky is clear,1151
None,295.17,0,0,1,sky is clear,4604
None,287.69,0,0,1,sky is clear,512
None,275.02,0,0,90,moderate rain,4695
None,298.02,0,0,90,light intensity drizzle,5645
None,299.78,0,0,1,sky is clear,4284
None,271.98,0,0,90,heavy snow,1421
None,294.04,2.29,0,90,moderate rain,4767
None,292.25,0,0,1,sky is clear,376
None,288.62,0,0,90,overcast clouds,1668
None,278.68,0,0,40,scattered clouds,5918
None,298.15,0,0,40,scattered clouds,65
None,296.82,0,0,1,sky is clear,3897
None,287.97,0,0,1,sky is clear,3275
None,285.55,0,0,90,light rain,4062
None,285.02,0,0,90,light intensity drizzle,3615
None,290.89,0,0,1,haze,2607
None,283.29,0,0,5,mist,5479
None,284.77,0.25,0,90,light rain,3103
None,299.63,0,0,0,Sky is Clear,6709
None,283.08,0,0,90,drizzle,351
None,265.73,0,0,90,mist,1646
None,298.97,0,0,75,broken clouds,2495
None,267.89,0,0,90,fog,5318
None,269.65,0,0,1,sky is clear,1298
None,281.28,0,0,100,light rain,1824
None,255.93,0,0,0,sky is clear,313
None,289.89,0,0,1,haze,328
None,276.54,0,0,1,sky is clear,4442
None,280.73,0,0,1,sky is clear,6454
None,297.47,0,0,44,scattered clouds,6245
None,270.22,0,0,90,mist,2892
None,271.51,0,0,1,sky is clear,6738
None,263.93,0,0,90,heavy snow,4768
None,280.09,0,0,1,mist,441
None,281.79,0,0,90,overcast clouds,5070
None,283.22,0,0,1,sky is clear,3820
None,291.79,0,0,1,sky is clear,4571
None,292.62,0,0,90,light intensity drizzle,4375
None,296.51,0,0,1,sky is clear,3974
None,287.43,0,0,1,haze,3380
None,275.17,0,0,90,overcast clouds,5461
None,268.69,0,0,64,mist,3734
None,256.1,0,0,5,sky is clear,4943
None,270.08,0,0,90,overcast clouds,6836
None,296.69,0,0,90,overcast clouds,4874
None,289.31,0.25,0,0,light rain,6147
None,269.15,0,0,90,mist,5616
None,271.29,0,0,5,sky is clear,3170
None,288.88,0,0,1,sky is clear,1836
None,291.68,0,0,90,light rain,5165
None,297.02,0,0,75,broken clouds,2109
None,266.29,0,0,1,sky is clear,4557
None,293.53,0,0,92,overcast clouds,1019
None,276.793,0,0,64,broken clouds,389
None,280.02,0,0,90,overcast clouds,3654
None,284.31,11.58,0,92,heavy intensity rain,4388
None,271.48,0,0,90,mist,3631
None,285.78,0,0,1,sky is clear,1649
None,294.48,0,0,20,few clouds,3938
None,290.02,0,0,1,sky is clear,798
None,288.68,0,0,20,few clouds,4242
None,272.55,0,0,1,fog,759
None,304.15,0,0,75,broken clouds,4287
None,286.63,0,0,40,mist,402
None,291.5,0,0,90,overcast clouds,4780
None,277.41,0,0,90,overcast clouds,4263
None,288.67,0,0,1,fog,1050
None,291.7,1.27,0,76,moderate rain,5800
None,274.29,0,0,90,mist,848
None,292.46,0,0,1,sky is clear,4498
None,292.34,0,0,40,scattered clouds,5057
None,278.15,0,0,90,mist,484
None,274.15,0,0,90,mist,587
None,265.92,0,0,90,mist,2637
None,275.48,0,0,75,light rain,3115
None,269.76,0.25,0,90,light rain,3556
None,294.65,0,0,1,mist,356
None,295.65,0,0,40,scattered clouds,3816
None,277.86,0,0,1,sky is clear,842
None,260.08,0,0,90,heavy snow,6256
None,289.3,0,0,90,mist,3587
None,274.15,0,0,90,mist,2431
None,285.99,0,0,1,sky is clear,345
None,275.71,0,0,1,sky is clear,6180
None,292.72,0,0,20,few clouds,2952
None,271.21,0,0,90,overcast clouds,4699
None,265.48,0,0,90,haze,3330
None,276.87,0,0,90,light rain,4426
None,273.95,0,0,90,mist,490
None,285.86,0,0,90,overcast clouds,6785
None,279.15,0,0,20,mist,561
None,280.31,0,0,1,drizzle,1510
None,257.42,0,0,40,haze,425
None,293.65,12.19,0,88,proximity thunderstorm,4271
None,288.07,0,0,1,sky is clear,411
None,279.53,0,0,44,scattered clouds,5737
None,268.35,0,0,90,fog,594
None,262.6,0,0,90,heavy snow,3126
None,290.51,0,0,40,scattered clouds,2947
None,281.58,0,0,90,light rain,4533
None,295.05,0,0,90,mist,4212
None,267.26,0,0,75,broken clouds,5391
None,286.107,0,0,56,broken clouds,2671
None,283.15,0,0,1,sky is clear,486
None,270.08,0,0,1,sky is clear,5492
None,279.69,0,0,1,sky is clear,3415
None,300.29,0,0,1,sky is clear,6777
None,291.67,0,0,40,light intensity drizzle,4711
None,302.29,0,0,40,scattered clouds,5943
None,279.15,0,0,1,sky is clear,353
None,292.65,0,0,1,sky is clear,831
None,271.71,0,0,1,sky is clear,383
None,298.44,0,0,75,mist,3512
None,276.22,0,0,1,sky is clear,460
None,300.48,0,0,1,sky is clear,6278
None,297.51,0,0,75,broken clouds,4459
None,296.43,0,0,1,sky is clear,801
None,280.8,0,0,90,mist,4329
None,276.29,0,0,1,sky is clear,235
None,291.89,0,0,40,scattered clouds,2938
None,289.22,0,0,90,mist,424
None,275.72,0,0,90,mist,6138
None,290.58,0,0,1,fog,876
None,294.69,0,0,1,sky is clear,3567
None,298.88,0,0,40,scattered clouds,4796
None,300.83,0,0,0,Sky is Clear,2579
None,261.81,0,0,75,broken clouds,6431
None,278.69,0,0,40,scattered clouds,1201
None,292.43,0,0,90,light intensity shower rain,4673
None,275.56,0,0,90,mist,4874
None,273.3,0,0,90,light snow,2721
None,296.22,0,0,1,sky is clear,3288
None,265.47,0,0,90,light snow,1147
None,263.08,0,0,90,light snow,496
None,289.4,0,0,90,moderate rain,754
None,269.89,0,0,90,haze,5929
None,255.87,0,0,75,haze,4632
None,294.16,0,0,20,few clouds,3105
None,280.46,1.27,0,90,mist,4592
None,256.15,0,0,20,few clouds,264
None,289.37,1.2,0,75,mist,398
None,294.28,0,0,75,broken clouds,7090
None,269.42,0,0,1,sky is clear,416
None,295.98,0,0,24,few clouds,377
None,270.73,0,0,90,haze,2146
None,266.97,0,0,64,broken clouds,613
None,283.84,0,0,75,proximity shower rain,4302
None,275.85,0,0,90,overcast clouds,1621
None,290.16,0,0,75,proximity shower rain,2729
None,292.73,0,0,90,overcast clouds,5849
None,291.51,0,0,1,sky is clear,2394
None,294.36,0,0,90,heavy intensity rain,2039
None,275.79,0,0,90,overcast clouds,5162
None,292.68,0.78,0,90,light rain,6092
None,293.11,2.91,0,90,mist,4879
None,270.95,0,0,90,snow,420
None,294.11,0.25,0,5,light rain,5308
None,272.48,0,0,90,light snow,869
None,276.93,0,0,90,overcast clouds,5525
None,294.99,0,0,20,few clouds,5159
None,291.3,0,0,1,sky is clear,421
None,273.7,0,0,64,broken clouds,2504
None,299.56,0,0,40,scattered clouds,4338
None,279.83,0,0,90,proximity thunderstorm,4211
None,285.81,0,0,0,Sky is Clear,4477
None,279.02,0,0,90,moderate rain,4219
None,279.27,0,0,90,overcast clouds,6589
None,274.65,0,0,75,light snow,4321
None,294.46,0.25,0,1,light rain,4107
None,289.59,0,0,90,overcast clouds,5107
None,287.15,0,0,1,sky is clear,4807
None,278.05,0,0,1,sky is clear,5892
None,277.48,0,0,40,scattered clouds,6621
None,297.55,0,0,90,moderate rain,4267
None,286.65,0,0,90,overcast clouds,639
None,296.31,0,0,44,scattered clouds,4761
None,276.39,0,0,90,overcast clouds,1400
None,272.07,0,0,64,broken clouds,4742
None,285.47,0,0,90,haze,4481
None,286.56,0,0,1,sky is clear,5635
None,272.49,0,0,90,mist,582
None,278.58,0,0,0,Sky is Clear,1084
None,293.88,0,0,20,few clouds,3266
None,291.49,0,0,75,mist,5625
None,298.93,0,0,1,sky is clear,3600
None,295.56,0,0,1,sky is clear,5969
None,274.08,0,0,90,drizzle,2012
None,274.21,0,0,64,light intensity drizzle,494
None,285.47,0,0,1,mist,2841
None,278.38,0,0,12,mist,2157
None,277.34,0,0,90,light intensity drizzle,650
None,282.36,0,0,1,sky is clear,1315
None,290.79,0,0,90,moderate rain,5878
None,254.69,0,0,90,light snow,438
None,271.88,0,0,90,light snow,3190
None,256.27,0,0,64,broken clouds,4324
None,272.62,0,0,1,light snow,4272
None,263.56,0,0,90,overcast clouds,5810
None,302.299,0,0,0,Sky is Clear,2576
None,278.15,0,0,40,scattered clouds,1811
None,294.79,0,0,1,sky is clear,5773
None,286.45,0,0,1,mist,2998
None,274.28,0,0,90,light intensity drizzle,330
None,279.15,0,0,1,sky is clear,5391
None,299.59,0.25,0,92,light rain,1618
None,291.09,0,0,90,moderate rain,981
None,274.61,0,0,75,broken clouds,5385
None,280.21,0,0,20,few clouds,5257
None,294.45,0,0,20,few clouds,5306
None,273.94,0,0,90,heavy snow,5633
None,278.48,0,0,90,fog,1554
None,260.99,0,0,20,few clouds,3575
None,280.71,0,0,90,overcast clouds,4025
None,298.78,0,0,40,scattered clouds,6113
None,275.22,0,0,90,overcast clouds,4573
None,281.44,0.25,0,90,light rain,2871
None,294.64,0,0,1,sky is clear,1783
None,290.02,0,0,40,scattered clouds,333
None,274.15,0,0,90,light snow,3498
None,286.46,0,0,75,broken clouds,6476
None,287.17,0,0,40,scattered clouds,325
None,263.93,0,0,1,sky is clear,818
None,280.22,0,0,90,light intensity drizzle,4378
None,268.36,0,0,1,sky is clear,5581
None,269.62,0,0,1,sky is clear,5954
None,290.22,0,0,80,broken clouds,4187
None,276.07,0,0,90,overcast clouds,1720
None,279.68,0,0,90,mist,4518
Memorial Day,285.87,0,0,40,scattered clouds,1538
None,271.88,0,0,90,overcast clouds,3140
None,289.21,0,0,1,sky is clear,4984
None,251.45,0,0,1,sky is clear,3209
None,274.01,0,0,90,mist,3330
None,274.95,0,0,1,light snow,4778
None,289.37,0,0,40,light rain,744
None,261.45,0,0,1,sky is clear,2016
None,278.95,0,0,90,light intensity drizzle,1529
None,271.46,0,0,90,light snow,877
None,285.22,0,0,20,few clouds,1842
None,299.25,0,0,0,Sky is Clear,365
None,274,0,0,1,sky is clear,4715
None,288.81,0,0,20,few clouds,5842
None,283.35,0,0,90,overcast clouds,1740
None,270.47,0,0,6,sky is clear,784
None,278.92,0,0,64,moderate rain,1733
None,294.56,0,0,75,mist,4652
None,268.94,0,0,90,light snow,4984
None,300.28,0,0,40,haze,3267
None,271.15,0,0,1,sky is clear,5119
None,246.47,0,0,13,few clouds,737
None,303.69,0,0,0,Sky is Clear,6702
None,288.96,0,0,90,light intensity drizzle,351
None,296.09,0.28,0,12,light rain,5800
None,292.37,0.51,0,75,light intensity drizzle,2293
None,294.79,0,0,40,scattered clouds,3885
None,301.48,0,0,1,sky is clear,4051
None,298.88,0,0,75,broken clouds,4655
None,285.91,0.7,0,90,heavy intensity rain,3243
None,272.42,0,0,90,mist,4755
None,263.21,0,0,75,mist,5896
None,267.02,0,0,5,sky is clear,6525
None,290.98,0.25,0,92,mist,4800
None,299.02,0,0,75,broken clouds,6086
None,298.28,0,0,1,haze,5055
None,285.83,0,0,75,broken clouds,1253
None,261.64,0,0,1,mist,410
None,261.65,0,0,90,light snow,5061
None,274.07,0,0,90,heavy snow,4956
None,263.24,0,0,1,light snow,4057
None,271.43,0,0,5,sky is clear,4701
None,266.48,0,0,64,fog,2019
None,306.29,0,0,75,broken clouds,3340
None,299.15,0,0,1,sky is clear,5440
None,286.93,0,0,20,few clouds,4781
None,297.84,0,0,90,light rain,666
None,296.49,0,0,40,light rain,2094
None,275.62,0,0,1,sky is clear,6625
None,300.71,0,0,75,broken clouds,6189
None,276.09,0,0,5,sky is clear,3772
None,271.84,0,0,90,mist,6520
None,287.464,0,0,0,Sky is Clear,4029
None,267.25,0,0,64,broken clouds,6366
None,300.15,0,0,75,broken clouds,6651
None,291.97,0,0,1,sky is clear,524
None,272.37,0,0,75,mist,4030
None,289.73,0,0,1,sky is clear,4811
None,270.41,0,0,64,broken clouds,463
None,279.75,0,0,1,sky is clear,397
None,281.69,0,0,1,sky is clear,835
None,270.9,0,0,90,haze,2834
None,299.9,0,0,40,scattered clouds,6604
None,288.57,0,0,12,few clouds,561
None,294.76,0,0,5,sky is clear,1969
None,294.3,0,0,40,scattered clouds,4947
None,302.69,0,0,1,sky is clear,2861
None,289.03,0,0,36,scattered clouds,468
None,296.15,0,0,1,haze,3471
None,300.88,0,0,40,scattered clouds,5743
None,272.89,0,0,75,broken clouds,4630
None,289.31,0,0,48,mist,503
None,290.78,0,0,40,scattered clouds,6027
None,289.95,0,0,1,sky is clear,5583
None,286.62,0,0,90,light rain,5677
None,264.79,0,0,90,heavy snow,2052
None,295.07,0.51,0,90,moderate rain,5958
None,275.59,0,0,40,scattered clouds,3496
None,287.22,0,0,44,scattered clouds,2937
None,260.64,0,0,90,light snow,2849
None,291.7,0.76,0,90,light intensity drizzle,5185
None,295.95,0.51,0,75,light rain,2665
None,269.62,0,0,5,sky is clear,2386
None,270.68,0,0,75,broken clouds,855
None,267.79,0,0,90,mist,4906
None,275.71,0,0,90,light rain,307
None,295.56,0,0,90,overcast clouds,4742
None,248.83,0,0,1,sky is clear,4167
None,275.66,0,0,90,mist,4978
None,257.72,0,0,1,sky is clear,246
None,259.97,0,0,40,scattered clouds,5489
None,282.94,0,0,5,sky is clear,2543
None,293.03,0,0,40,mist,5987
None,293.6,0,0,90,overcast clouds,4519
None,279.37,0,0,90,overcast clouds,2499
None,250.22,0,0,5,sky is clear,3212
None,275.15,0,0,1,sky is clear,5933
None,278.81,0,0,1,sky is clear,1207
None,276.28,0,0,90,light rain,3142
None,257.71,0,0,90,mist,571
None,289.81,0.3,0,40,mist,2897
None,290.37,0.51,0,90,moderate rain,6440
None,293.79,2.62,0,40,heavy intensity rain,367
None,274.79,0,0,90,light intensity drizzle,1532
None,297.23,0,0,75,broken clouds,5096
None,259.24,0,0,1,sky is clear,3992
None,261.13,0,0,90,overcast clouds,4424
None,270.06,0.32,0,64,haze,4665
None,273.96,0,0,90,heavy snow,4418
None,281.15,0,0,90,mist,5687
None,295.5,0,0,0,Sky is Clear,5043
None,266.8,0,0,90,mist,996
None,254.03,0,0,40,scattered clouds,3030
None,274.34,0,0,75,broken clouds,2958
None,300.33,0,0,40,scattered clouds,4621
None,298.48,0,0,1,sky is clear,6160
None,293.55,0,0,90,overcast clouds,4632
None,264.14,0,0,90,overcast clouds,2892
None,271.73,0,0,90,mist,4949
None,259.72,0,0,56,broken clouds,6242
None,296.91,0,0,90,light rain,3153
None,281.91,0,0,90,overcast clouds,6128
None,281.15,0,0,1,sky is clear,5884
None,298.82,0,0,40,scattered clouds,2733
None,269.822,0,0,0,Sky is Clear,2746
None,285.79,0,0,75,broken clouds,4766
None,273.79,0,0,1,sky is clear,5790
None,275.97,0,0,1,mist,338
None,295.52,0,0,40,scattered clouds,4934
None,277.01,0,0,90,mist,707
None,298.61,0,0,0,Sky is Clear,5583
None,275.6,0,0,40,scattered clouds,3008
None,301.36,0,0,1,sky is clear,4536
None,271.22,0,0,59,broken clouds,5913
None,279.54,0,0,32,scattered clouds,741
None,296.14,0.96,0,1,proximity shower rain,3734
None,276.92,0,0,90,heavy intensity rain,908
None,288.09,0,0,90,mist,5665
None,269.36,0,0,1,sky is clear,5510
None,265.62,0,0,1,sky is clear,3760
None,296.11,0,0,0,Sky is Clear,4478
None,284.68,0,0,20,mist,1940
None,288.43,0,0,90,overcast clouds,3916
None,289.77,0,0,0,Sky is Clear,363
None,293.48,0,0,75,broken clouds,3383
None,292.87,0,0,90,overcast clouds,2157
None,266.04,0,0,1,sky is clear,5181
None,272.88,0,0,75,broken clouds,5223
None,298.21,0,0,5,sky is clear,2911
None,301.95,0,0,1,sky is clear,4053
None,285.94,0,0,100,mist,793
None,295.15,0,0,1,sky is clear,4735
None,270.45,0,0,90,fog,6574
None,262.21,0,0,90,light snow,1638
None,271.35,0,0,90,overcast clouds,3557
None,270.85,0,0,90,overcast clouds,3724
None,288.34,0,0,1,haze,6447
None,296.63,0,0,88,overcast clouds,5234
None,283.79,0.64,0,0,mist,2917
None,293.14,0,0,40,haze,4394
None,271.65,0,0,90,light snow,266
None,268.79,0,0,5,sky is clear,2507
None,282.35,0,0,1,sky is clear,332
None,291.08,0,0,1,sky is clear,3342
None,265.76,0,0,1,sky is clear,722
None,289.75,0,0,40,scattered clouds,2767
None,281.2,0,0,75,broken clouds,3232
None,292.87,0,0,1,sky is clear,1233
None,295.84,0,0,75,broken clouds,4855
None,276.75,0,0,1,sky is clear,5020
None,298.88,0,0,90,light rain,589
None,261.61,0,0,75,broken clouds,4432
None,288.86,0,0,40,light intensity drizzle,1063
None,278.58,0,0,90,overcast clouds,3230
None,269.34,0,0,90,mist,4974
None,296.21,0,0,1,sky is clear,4126
None,265.51,0,0,90,mist,2565
None,284.73,0,0,12,few clouds,528
None,296.09,0,0,92,overcast clouds,5200
None,294.95,0,0,40,scattered clouds,1302
None,298.76,2.29,0,88,moderate rain,566
None,292.84,0,0,1,sky is clear,6401
None,271.36,0,0,90,light snow,3893
None,284.15,0,0,1,sky is clear,3320
None,287.52,0,0,90,moderate rain,2929
None,273.85,0,0,64,mist,859
None,286.44,0,0,20,few clouds,3958
None,273.98,0,0,90,light rain,438
None,297.79,0,0,75,haze,5161
None,264.42,0,0,90,overcast clouds,352
None,300.75,0,0,40,scattered clouds,5937
None,284.26,0,0,56,broken clouds,512
None,276.02,0,0,1,sky is clear,641
None,251,0,0,1,sky is clear,3036
None,293.63,0,0,1,sky is clear,2302
None,257.38,0,0,40,scattered clouds,5997
None,276.15,0,0,1,light intensity drizzle,538
None,280.07,0,0,100,mist,4473
None,297.51,0,0,75,haze,3823
None,267.48,0,0,64,broken clouds,2699
None,275.88,0,0,90,overcast clouds,4418
None,272.49,0,0,75,light snow,323
None,246.52,0,0,1,sky is clear,2238
Memorial Day,294.31,0,0,40,scattered clouds,967
None,278.18,0,0,0,Sky is Clear,3146
None,271.44,0,0,64,broken clouds,1053
None,271.68,0,0,75,broken clouds,4823
None,280.29,0,0,75,broken clouds,6629
None,293.22,0,0,40,scattered clouds,2839
None,295.77,0,0,90,light rain,2227
None,284.79,0,0,90,light intensity drizzle,4983
None,257.68,0,0,75,haze,3970
None,268.22,0,0,90,haze,1511
None,267.9,0,0,1,sky is clear,4342
None,290.51,0,0,1,haze,5691
None,286.28,0,0,1,sky is clear,5705
None,260.47,0,0,40,scattered clouds,6116
None,270.58,0,0,1,sky is clear,4695
None,267.35,0,0,90,light snow,3450
None,304.83,0,0,40,scattered clouds,4878
None,290.84,0,0,1,sky is clear,6651
None,283.01,0,0,1,sky is clear,5466
None,277.31,0,0,75,broken clouds,6449
None,278.5,0,0,1,sky is clear,2760
None,290.68,0,0,1,sky is clear,381
None,289.58,0,0,1,sky is clear,631
None,277.99,0,0,90,mist,6015
None,291.52,0,0,1,sky is clear,2822
None,274.75,0,0,90,light snow,2314
None,269.93,0,0,90,snow,4696
None,291.5,1.4,0,90,light intensity shower rain,4507
None,278.16,0,0,90,snow,3092
None,277.93,0,0,5,light rain,2653
None,284.81,0,0,5,sky is clear,2629
None,287.35,0,0,90,mist,3569
None,254.55,0,0,1,sky is clear,1089
None,290.22,0,0,90,fog,2545
None,287.31,0,0,92,overcast clouds,1507
None,276.86,0,0,1,sky is clear,3479
None,302.41,0,0,40,scattered clouds,4471
None,278.95,1.09,0,68,mist,424
None,288.72,0,0,1,sky is clear,3391
None,296.1,0,0,1,proximity thunderstorm,322
None,282.86,0.71,0,90,light rain,2503
None,286.61,0,0,1,haze,1576
None,250.65,0,0,1,sky is clear,2421
None,271.62,0,0,40,scattered clouds,4786
None,296.48,0,0,1,sky is clear,658
None,244.82,0,0,11,few clouds,354
None,287.1,0,0,90,drizzle,4812
None,269.52,0,0,75,light snow,602
None,290.51,0,0,90,light rain,390
None,292.35,0,0,0,mist,6203
None,286.9,0,0,1,sky is clear,2378
None,287.33,0,0,20,few clouds,5518
None,290.01,0,0,40,scattered clouds,5178
None,268.62,0,0,1,haze,207
None,250.15,0,0,1,sky is clear,1065
None,274.65,0,0,90,overcast clouds,2419
None,292.44,0.44,0,90,light intensity drizzle,304
None,303.15,0,0,40,scattered clouds,4317
None,300.36,0,0,48,scattered clouds,4602
None,280.31,0,0,90,overcast clouds,867
None,277,0,0,75,broken clouds,6590
None,295.41,0,0,1,sky is clear,5919
None,305.6,0,0,0,Sky is Clear,5289
None,285.51,0,0,90,overcast clouds,5134
None,267.45,0,0,75,light snow,3426
None,297.6,0.25,0,40,light rain,5855
None,264.65,0,0,1,sky is clear,1220
None,288.58,0,0,1,mist,6208
None,268.62,0,0,90,overcast clouds,3522
None,290.37,0,0,100,light rain,588
None,272.09,0,0,90,mist,4245
None,280.62,0,0,90,mist,298
None,272.29,0,0,90,overcast clouds,6190
None,284,0,0,40,scattered clouds,4298
None,293.36,0,0,1,sky is clear,2469
None,292.62,0,0,5,sky is clear,5414
None,295.94,0,0,75,broken clouds,2851
None,281.47,0,0,20,few clouds,4525
None,294.18,0,0,1,mist,1710
None,295.35,0,0,40,scattered clouds,1096
None,286.59,0,0,40,light rain,5598
None,301.6,0,0,36,scattered clouds,3623
None,270.9,0.25,0,40,light rain,5116
None,262.72,0,0,5,sky is clear,5333
None,293.75,0,0,75,broken clouds,4934
None,287.88,0,0,5,sky is clear,6187
None,277.61,0,0,90,overcast clouds,276
None,271.85,0,0,90,overcast clouds,4362
None,251.53,0,0,1,sky is clear,1213
None,256.43,0,0,1,sky is clear,3535
None,286.71,0,0,92,mist,312
None,292.32,0.3,0,1,light rain,2560
None,281.21,0,0,20,few clouds,3515
None,288.54,0,0,90,proximity shower rain,5648
None,291.07,0,0,5,sky is clear,4909
None,286.44,0,0,1,sky is clear,5353
None,268.44,0,0,90,overcast clouds,287
None,298.43,0,0,1,sky is clear,4792
None,279.9,0,0,90,overcast clouds,5990
None,259.77,0,0,64,light snow,1002
None,281.22,0,0,1,sky is clear,3507
None,287.35,0,0,90,proximity thunderstorm,3083
None,288.74,0,0,0,Sky is Clear,642
None,258.83,0,0,64,broken clouds,5792
None,278.5,0,0,90,overcast clouds,4836
None,259.89,0,0,90,overcast clouds,1616
None,289.11,0,0,0,Sky is Clear,437
None,267.58,0,0,90,haze,6227
None,284.85,0,0,1,light intensity drizzle,574
None,273.65,0,0,90,mist,5406
None,290.95,0,0,90,drizzle,4782
None,287.13,0,0,90,light intensity drizzle,2939
None,270.31,0,0,75,broken clouds,4681
None,282.49,0,0,1,mist,357
None,258.69,0,0,64,light snow,2723
None,272.71,0,0,90,light snow,3563
None,261.22,0,0,1,sky is clear,426
None,289.55,0,0,1,sky is clear,695
None,281.78,0,0,90,overcast clouds,332
None,290.15,0,0,90,moderate rain,2664
None,276.07,0,0,90,overcast clouds,4820
Columbus Day,284.62,0,0,1,sky is clear,549
None,299.14,0,0,1,sky is clear,2908
None,285.79,0,0,1,sky is clear,5731
None,278.47,0,0,90,overcast clouds,4648
None,288.48,0,0,1,haze,5471
None,268.58,0,0,90,light snow,753
None,255.55,0,0,5,sky is clear,5638
None,298.51,0,0,1,sky is clear,2424
None,261.15,0,0,1,sky is clear,776
None,286.89,0,0,1,mist,1788
None,281.96,0,0,40,scattered clouds,2864
None,255.62,0,0,75,light snow,2836
None,262.12,0,0,1,sky is clear,4526
None,297.62,0,0,5,sky is clear,3074
None,273.44,0,0,40,scattered clouds,2797
None,277.04,0,0,64,broken clouds,4926
None,287.04,0,0,90,overcast clouds,2859
None,300.45,0,0,40,scattered clouds,3827
None,256.76,0,0,90,overcast clouds,516
None,275.09,0,0,90,mist,4694
None,283.98,0,0,75,light rain,346
None,296.26,0,0,8,sky is clear,2998
None,273.49,0,0,1,sky is clear,4284
None,287.23,0,0,90,mist,272
None,284.57,0,0,40,scattered clouds,5816
None,301.94,0,0,20,few clouds,3864
None,271.42,0,0,1,mist,798
None,280.95,0,0,90,overcast clouds,5533
None,290.45,0,0,75,broken clouds,3206
None,279.42,0,0,90,moderate rain,4260
None,291.15,0,0,90,light intensity drizzle,5653
None,298.53,0,0,40,scattered clouds,5099
None,251.74,0,0,1,sky is clear,5280
None,277.49,0,0,90,mist,4439
None,283.33,1.55,0,90,moderate rain,828
None,275.09,0,0,20,few clouds,4329
None,277.94,1.4,0,92,mist,2934
None,264.99,0,0,90,heavy snow,356
None,273.58,0,0,75,broken clouds,2307
None,271.22,0,0,90,mist,1286
None,299.95,0,0,1,haze,5453
None,275.51,0,0,90,mist,1506
None,279.15,0,0,90,light rain,407
None,284.22,0,0,90,moderate rain,4908
None,295.09,0,0,5,sky is clear,2443
None,295.37,0,0,75,broken clouds,6063
None,293.55,0,0,40,scattered clouds,5945
None,280.61,0,0,1,fog,196
None,297.003,0,0,36,scattered clouds,4723
None,271.14,0,0,5,sky is clear,4529
None,288.32,0,0,20,few clouds,5008
None,288.82,0,0,1,mist,886
None,286.89,0,0,1,sky is clear,2317
None,266.28,0,0,90,fog,2706
None,286.08,0,0,1,sky is clear,458
None,266.08,0,0,90,overcast clouds,382
None,295.38,0,0,24,few clouds,4489
None,290.9,0,0,1,fog,424
None,281.62,0,0,90,mist,2980
None,293.55,0,0,90,heavy intensity rain,5349
None,290.68,0,0,20,few clouds,1655
None,294.27,0,0,1,sky is clear,2470
None,286.75,0,0,75,broken clouds,5018
None,296.56,0,0,32,scattered clouds,3071
None,274.06,0,0,1,sky is clear,3230
None,274.44,0,0,64,light rain,818
None,291.15,0,0,90,light intensity drizzle,3527
None,285.44,0,0,90,heavy intensity rain,1989
None,265.82,0,0,90,light shower snow,5155
None,294.27,0,0,90,overcast clouds,4933
None,273.78,0,0,1,fog,865
None,279.95,0,0,90,light intensity drizzle,4566
None,288.94,0,0,1,sky is clear,370
None,292.15,0,0,90,mist,3696
None,262.95,0,0,40,light snow,5441
None,296.28,0,0,90,overcast clouds,4284
None,297.64,0,0,40,scattered clouds,5062
None,293.19,1.27,0,90,light intensity drizzle,424
None,295.9,9.4,0,1,haze,3201
None,292.09,0,0,1,mist,404
None,268.56,0,0,75,fog,5093
None,294.88,0,0,75,broken clouds,4687
None,297.65,0,0,75,light rain,4317
None,284.21,0,0,40,scattered clouds,5532
None,279.8,0,0,90,overcast clouds,4827
None,291.51,0,0,1,sky is clear,849
None,271.95,0,0,90,heavy snow,794
None,296.58,0,0,75,broken clouds,4534
None,299.71,0,0,20,few clouds,5602
None,294.32,0,0,0,Sky is Clear,4351
None,288.86,0,0,5,sky is clear,5296
None,285.36,0,0,90,drizzle,3654
None,255.04,0,0,75,broken clouds,5212
None,299.7,0,0,1,sky is clear,2992
None,293.57,0.89,0,90,moderate rain,817
None,292.29,0,0,1,sky is clear,2980
None,284.1,0,0,50,sky is clear,5818
None,284.65,0,0,64,broken clouds,5382
None,301.52,0,0,0,Sky is Clear,5910
None,282.33,0,0,1,sky is clear,4832
None,282.58,0,0,75,moderate rain,2831
None,272.94,0,0,90,mist,6945
None,279.61,0,0,90,mist,5129
None,277.74,0,0,20,mist,667
None,275.66,0,0,90,fog,4538
None,272.01,0,0,90,light snow,1311
