holiday,temp,rain_1h,snow_1h,clouds_all,weather_description,day_time,traffic_volume,random
None,268.06,0,0,90,heavy snow,Saturday 0:00,917,14258
None,267.58,0,0,75,broken clouds,Tuesday 19:00,3466,1818
None,278.96,0,0,64,broken clouds,Friday 19:00,3579,38977
None,278.51,0,0,90,overcast clouds,Friday 12:00,5514,16250
None,289.22,0,0,20,few clouds,Sunday 14:00,4445,1945
None,286.62,0,0,5,sky is clear,Saturday 17:00,4991,10357
None,276.72,0,0,1,sky is clear,Saturday 9:00,3935,19126
None,295,0,0,90,moderate rain,Monday 14:00,4923,1902
None,265.35,0,0,90,mist,Monday 1:00,553,17835
None,295.15,0,0,90,moderate rain,Friday 7:00,5994,14142
None,276.23,0,0,90,light snow,Wednesday 6:00,5270,25865
None,275.15,0,0,1,sky is clear,Wednesday 0:00,583,14773
None,257,0,0,1,sky is clear,Sunday 23:00,942,44715
None,274.68,0,0,1,mist,Wednesday 5:00,2944,28389
None,269.43,0,0,90,overcast clouds,Sunday 17:00,4003,17498
None,283.23,0.25,0,92,mist,Friday 7:00,6787,14265
None,291.75,0,0,0,Sky is Clear,Thursday 17:00,5551,43424
None,299.18,0,0,75,broken clouds,Monday 11:00,4592,904
None,291.03,0,0,20,few clouds,Saturday 23:00,2205,789
None,296.26,16,0,32,heavy intensity rain,Wednesday 8:00,6298,14775
None,295.82,0,0,5,sky is clear,Sunday 21:00,2854,45950
None,280.43,0,0,1,fog,Tuesday 8:00,5719,36436
None,284.4,0,0,20,few clouds,Monday 6:00,5902,25817
None,273.64,0,0,40,scattered clouds,Monday 20:00,2652,18013
None,275.25,0,0,40,scattered clouds,Wednesday 16:00,6116,42718
None,271,0,0,90,overcast clouds,Thursday 0:00,569,36854
None,276.47,0,0,1,sky is clear,Tuesday 3:00,307,11201
None,301.32,0,0,75,broken clouds,Monday 16:00,3783,45157
None,274.36,0,0,90,light intensity drizzle,Saturday 21:00,3401,15415
None,297.43,0,0,1,sky is clear,Saturday 5:00,740,34502
None,295.42,0,0,20,thunderstorm,Sunday 3:00,381,5374
None,271.02,0,0,90,overcast clouds,Thursday 8:00,6029,29561
None,290.57,0,0,1,fog,Sunday 7:00,1196,11884
None,276.49,0,0,90,light rain,Thursday 0:00,538,3049
None,260.74,0,0,1,sky is clear,Saturday 20:00,2990,10649
None,260.88,0,0,64,light snow,Sunday 13:00,3453,12603
None,280.02,0,0,1,sky is clear,Tuesday 0:00,471,3235
None,274.3,0,0,90,haze,Monday 14:00,4821,32189
None,262.82,0,0,1,sky is clear,Sunday 4:00,295,15874
None,300.23,0,0,1,sky is clear,Tuesday 14:00,5332,34037
None,292.06,0,0,68,broken clouds,Monday 3:00,326,31974
None,289.71,0,0,1,fog,Sunday 2:00,693,33879
None,290.93,0,0,75,light rain,Saturday 16:00,4489,16627
None,291,0,0,36,scattered clouds,Tuesday 1:00,377,991
None,259.36,0,0,90,haze,Thursday 12:00,3994,12733
None,293.03,0,0,0,Sky is Clear,Thursday 20:00,3270,39238
None,292.061,0,0,8,sky is clear,Friday 21:00,3299,21348
None,297.68,0,0,75,broken clouds,Friday 14:00,5078,29894
None,272.91,0,0,90,heavy snow,Monday 14:00,4723,33527
None,272.15,0,0,90,mist,Tuesday 9:00,4778,15465
None,295.31,0,0,40,light rain,Sunday 4:00,308,44391
None,290.92,0,0,75,broken clouds,Monday 8:00,5332,32788
None,290.48,0,0,90,thunderstorm with light rain,Wednesday 2:00,287,2801
None,293.56,0,0,5,sky is clear,Tuesday 21:00,2773,5512
None,286.36,0,0,90,light intensity drizzle,Sunday 15:00,4087,21497
None,271.43,0,0,90,mist,Thursday 4:00,837,32454
None,268.64,0,0,90,overcast clouds,Saturday 0:00,1905,46997
None,303.07,0,0,1,sky is clear,Sunday 14:00,4151,31567
None,255.94,0,0,1,sky is clear,Friday 14:00,5315,4763
None,292.19,0,0,1,sky is clear,Tuesday 9:00,5590,18242
None,306.31,0,0,0,Sky is Clear,Monday 18:00,4520,4279
None,276.28,0,0,90,overcast clouds,Friday 22:00,2765,23889
None,248.15,0,0,1,sky is clear,Monday 6:00,686,47376
None,291.46,0,0,90,light rain,Saturday 14:00,4224,5961
None,290.36,0,0,5,sky is clear,Sunday 16:00,4786,33176
None,274.59,0,0,64,broken clouds,Saturday 18:00,4244,43959
None,276.36,2.05,0,90,moderate rain,Thursday 14:00,5295,28636
None,294.33,0,0,20,mist,Wednesday 4:00,894,42793
None,268.82,0,0,75,broken clouds,Monday 11:00,4256,44075
None,258.22,0,0,1,sky is clear,Thursday 22:00,1450,35700
None,275.22,0,0,90,drizzle,Sunday 9:00,2656,25074
None,293.25,0,0,90,fog,Friday 8:00,5245,9668
None,281.04,0,0,64,broken clouds,Tuesday 7:00,6647,5999
None,295.55,0,0,90,proximity shower rain,Monday 15:00,5352,22996
None,272.15,0,0,90,fog,Friday 8:00,6036,21069
None,260.35,0,0,1,sky is clear,Thursday 1:00,357,45963
None,269.62,0,0,1,sky is clear,Monday 6:00,5468,4196
None,269.84,0,0,90,overcast clouds,Thursday 1:00,358,6828
None,277.39,0,0,90,overcast clouds,Thursday 9:00,5460,18311
None,272.29,0,0,1,sky is clear,Monday 13:00,4710,30393
None,264.85,0,0,90,heavy snow,Friday 3:00,326,40742
None,271.15,0,0,90,heavy snow,Sunday 5:00,459,14281
None,275.02,0,0,90,mist,Sunday 8:00,1919,40515
None,270.22,0,0,40,scattered clouds,Sunday 17:00,4284,21209
None,265.35,0,0,90,mist,Monday 2:00,427,15397
None,295.08,0,0,1,sky is clear,Tuesday 1:00,347,19422
None,290.84,0,0,1,sky is clear,Tuesday 7:00,6651,13485
None,270.29,0,0,1,sky is clear,Sunday 21:00,2028,33136
None,252.46,0,0,1,sky is clear,Saturday 18:00,4893,32376
None,298.55,0,0,75,broken clouds,Friday 17:00,5257,41385
None,283.87,0.38,0,68,light rain,Friday 4:00,783,6929
None,272.15,0,0,90,mist,Friday 17:00,5706,34417
None,298.61,0,0,1,sky is clear,Saturday 22:00,3192,3842
None,279.261,0,0,48,scattered clouds,Sunday 1:00,708,28506
None,274.65,0,0,90,fog,Sunday 7:00,1488,7786
None,272.09,0,0,90,mist,Monday 11:00,4245,13530
None,290.56,0,0,1,mist,Wednesday 1:00,478,3723
None,299.39,0,0,75,broken clouds,Saturday 17:00,4093,14531
None,280.78,0,0,75,broken clouds,Tuesday 23:00,1053,6641
None,252.97,0,0,40,scattered clouds,Sunday 2:00,541,599
None,261.22,0,0,5,sky is clear,Sunday 8:00,1718,27154
None,272.35,0,0,90,mist,Monday 7:00,4433,24803
None,270.82,0,0,1,mist,Friday 3:00,375,34851
None,293.23,0,0,75,broken clouds,Wednesday 11:00,4742,12807
None,287.28,0,0,40,light intensity drizzle,Tuesday 20:00,2936,48126
None,265.55,0,0,1,mist,Wednesday 6:00,5402,18807
None,296.44,0,0,0,Sky is Clear,Sunday 13:00,4044,46434
None,288.08,0,0,1,sky is clear,Wednesday 7:00,5473,43391
None,271.79,0,0,90,overcast clouds,Wednesday 19:00,3216,23577
None,270.63,0,0,90,overcast clouds,Tuesday 1:00,438,31067
None,265.89,0,0,75,broken clouds,Tuesday 14:00,4383,7953
None,297,0,0,90,light intensity drizzle,Tuesday 14:00,4968,38409
None,294.94,0,0,1,mist,Saturday 3:00,455,25640
None,294.31,0,0,1,sky is clear,Tuesday 0:00,670,1928
None,269.75,0,0,90,mist,Tuesday 1:00,327,14871
None,292,0,0,20,mist,Saturday 7:00,1991,23340
None,249.27,0,0,1,sky is clear,Sunday 9:00,2482,3358
None,270.58,0,0,75,broken clouds,Saturday 16:00,5013,311
None,288.75,0,0,90,heavy intensity rain,Monday 7:00,6386,510
None,277.053,0,0,8,sky is clear,Monday 10:00,3867,12564
None,294.22,0,0,5,sky is clear,Sunday 16:00,4550,27188
None,259.22,0,0,1,sky is clear,Thursday 9:00,5023,7939
None,293.29,0,0,1,sky is clear,Sunday 3:00,413,38783
None,264.64,0,0,90,overcast clouds,Thursday 10:00,4827,13002
None,265.92,0,0,90,mist,Friday 20:00,2637,13092
None,273.14,0,0,64,broken clouds,Friday 1:00,411,35509
None,267.89,0,0,90,light snow,Tuesday 18:00,4520,18954
None,264.55,0,0,90,fog,Sunday 7:00,811,27703
None,284.29,0.25,0,75,light rain,Tuesday 18:00,4817,41423
None,287.77,0,0,68,broken clouds,Saturday 6:00,1456,33264
None,288,0,0,12,few clouds,Tuesday 10:00,4438,32414
None,297.82,0,0,40,scattered clouds,Sunday 21:00,2820,30471
None,295.8,0,0,0,Sky is Clear,Saturday 0:00,1164,38165
None,276.21,0,0,1,sky is clear,Sunday 13:00,4794,30777
None,294.07,20.07,0,40,proximity thunderstorm,Tuesday 22:00,1520,41359
None,269.35,0,0,90,fog,Thursday 9:00,5177,17374
None,289.67,0,0,75,broken clouds,Saturday 8:00,2178,25005
None,271.28,0,0,90,light snow,Wednesday 4:00,896,9916
None,267.58,0,0,90,light snow,Monday 9:00,1962,24053
None,288.66,0,0,90,overcast clouds,Monday 6:00,5838,8701
None,296.51,0,0,1,haze,Saturday 10:00,2772,42051
None,273.98,0,0,1,sky is clear,Thursday 23:00,1198,28019
None,276.42,0,0,75,light rain,Wednesday 5:00,2624,18703
None,297.44,0,0,1,sky is clear,Thursday 7:00,6456,2384
None,266.01,0,0,1,sky is clear,Tuesday 16:00,6428,7479
None,281.48,0,0,1,sky is clear,Thursday 5:00,2944,43248
None,259.34,0,0,90,haze,Monday 5:00,2183,28066
None,295.15,0,0,1,sky is clear,Monday 12:00,4735,13416
None,273.75,0,0,90,mist,Monday 23:00,977,13845
None,254.72,0,0,1,sky is clear,Monday 1:00,292,45630
None,284.71,0,0,90,drizzle,Thursday 5:00,2781,44939
None,288.39,0,0,1,sky is clear,Wednesday 6:00,5841,18370
None,287.76,0,0,1,fog,Saturday 0:00,1371,17644
None,293.15,0,0,90,thunderstorm,Tuesday 9:00,4883,38123
None,281.03,0,0,90,mist,Sunday 21:00,2238,2687
None,278.72,0,0,1,sky is clear,Tuesday 22:00,2018,11357
None,270.94,0,0,90,overcast clouds,Tuesday 4:00,881,37811
None,263.08,0,0,20,few clouds,Monday 21:00,1894,5170
None,277.09,1.32,0,90,moderate rain,Tuesday 4:00,812,20805
None,282.85,0,0,90,overcast clouds,Sunday 8:00,1938,3759
Labor Day,288.78,0,0,0,Sky is Clear,Monday 0:00,1041,1519
None,277.24,0,0,40,mist,Sunday 19:00,2731,8168
None,295.68,0,0,68,moderate rain,Friday 4:00,796,14925
None,301.75,0,0,1,sky is clear,Monday 18:00,4167,34280
None,272.49,0,0,75,mist,Monday 15:00,5642,38071
None,279.61,0,0,90,light intensity drizzle,Tuesday 23:00,1462,27072
None,273.26,0,0,90,fog,Tuesday 22:00,2846,36272
None,293.15,0.93,0,75,mist,Sunday 8:00,2467,30908
None,285.15,0,0,90,mist,Thursday 2:00,276,19873
None,283.51,0,0,90,heavy intensity rain,Tuesday 18:00,4460,44819
None,275.03,0,0,90,moderate rain,Sunday 9:00,2300,4637
None,300.48,0,0,1,sky is clear,Thursday 14:00,5824,26741
None,270.62,0,0,90,overcast clouds,Friday 16:00,5848,39646
None,292.98,0,0,20,few clouds,Sunday 22:00,2252,11902
None,291.15,0,0,40,scattered clouds,Monday 17:00,5714,9954
None,282.36,0,0,64,broken clouds,Wednesday 14:00,5276,41987
None,289.28,0,0,1,sky is clear,Tuesday 2:00,299,32682
None,302.299,0,0,0,Sky is Clear,Monday 11:00,3037,44322
None,274.8,0,0,90,mist,Sunday 2:00,627,43591
None,256.15,0,0,90,mist,Monday 6:00,798,45019
None,288.02,0,0,75,light rain,Thursday 7:00,6518,250
None,300.15,0,0,1,sky is clear,Saturday 16:00,4372,5951
None,295.14,0,0,0,Sky is Clear,Tuesday 8:00,6200,35857
None,291.47,0.25,0,48,mist,Monday 1:00,368,8593
None,285.89,0,0,1,light rain,Tuesday 22:00,1929,33629
None,270.36,0,0,90,light snow,Tuesday 8:00,5876,25922
None,290.15,0,0,90,light rain,Saturday 6:00,1512,22543
None,272.68,0.25,0,90,light rain,Thursday 23:00,1074,24090
None,277.82,0,0,90,overcast clouds,Sunday 20:00,2784,31376
None,296.28,0,0,1,sky is clear,Wednesday 10:00,4681,44237
None,257.4,0,0,1,sky is clear,Saturday 8:00,1797,21013
None,287.73,0,0,40,scattered clouds,Thursday 1:00,411,40982
None,272.3,0,0,5,sky is clear,Saturday 21:00,4284,34455
None,285.65,4.09,0,90,heavy intensity rain,Saturday 9:00,3925,45304
None,287.46,0,0,90,light intensity drizzle,Friday 4:00,673,41579
None,295.61,0,0,1,sky is clear,Thursday 8:00,5414,24876
None,276.08,0,0,90,overcast clouds,Wednesday 18:00,4315,11113
None,277.96,0,0,1,mist,Wednesday 1:00,379,33586
None,263.58,0,0,1,sky is clear,Monday 10:00,4131,14329
None,270.65,0,0,40,scattered clouds,Saturday 21:00,3234,42855
None,262.94,0,0,1,mist,Thursday 21:00,2777,43185
None,296.68,0,0,20,few clouds,Friday 17:00,5119,605
None,292.88,0,0,1,sky is clear,Thursday 3:00,412,37450
None,286.28,0,0,32,scattered clouds,Tuesday 8:00,6224,11876
None,265.67,0,0,64,broken clouds,Friday 9:00,3107,7779
None,272.99,0,0,1,sky is clear,Wednesday 1:00,346,38892
None,281.08,0,0,90,overcast clouds,Wednesday 17:00,6744,29886
None,296.35,0,0,90,overcast clouds,Friday 15:00,6175,24113
None,286.57,0,0,75,broken clouds,Sunday 5:00,500,34279
None,255.32,0,0,1,sky is clear,Tuesday 1:00,293,2537
None,269.95,0,0,90,overcast clouds,Tuesday 13:00,4834,41743
None,269.58,0,0,1,sky is clear,Sunday 4:00,454,12905
None,274.95,0,0,90,drizzle,Sunday 11:00,3594,21374
None,293.51,0,0,1,thunderstorm with light rain,Thursday 23:00,1261,44564
None,280.34,0,0,1,sky is clear,Tuesday 11:00,4756,33390
None,276.22,0,0,90,overcast clouds,Monday 13:00,4712,884
None,268.37,0,0,64,broken clouds,Wednesday 3:00,386,23634
None,290.16,0,0,0,Sky is Clear,Monday 21:00,2239,17833
None,271.26,0,0,75,snow,Saturday 0:00,765,37955
None,272.65,0,0,5,sky is clear,Saturday 9:00,3374,17899
None,301.32,0,0,1,proximity thunderstorm,Monday 19:00,3058,19281
None,294.49,0,0,1,sky is clear,Tuesday 0:00,585,38852
None,282.4,0,0,75,broken clouds,Saturday 9:00,3792,9180
None,286.71,0,0,24,few clouds,Monday 9:00,4978,19865
None,294.15,0,0,75,proximity thunderstorm,Monday 15:00,5464,18996
None,269.48,0,0,1,sky is clear,Wednesday 2:00,285,29744
None,283.59,4.7,0,90,heavy intensity rain,Monday 8:00,5521,44476
None,290.12,0,0,75,broken clouds,Wednesday 6:00,6038,40090
None,270.25,0,0,90,overcast clouds,Friday 16:00,6579,8112
None,300.75,0,0,40,scattered clouds,Thursday 17:00,5937,13458
None,297.94,0,0,40,scattered clouds,Saturday 14:00,3554,46021
None,303.58,0,0,8,sky is clear,Sunday 17:00,3889,20129
None,281.08,0,0,1,sky is clear,Thursday 0:00,684,35134
None,260.54,0,0,1,sky is clear,Monday 3:00,308,1284
None,260.58,0,0,75,broken clouds,Friday 2:00,301,44719
None,272.84,0,0,90,light snow,Tuesday 23:00,1141,45239
None,273.04,0,0,90,mist,Wednesday 8:00,6060,46208
None,263.59,0,0,89,overcast clouds,Wednesday 18:00,4371,1422
None,294.92,0,0,90,mist,Wednesday 8:00,6013,47959
None,294.53,0,0,75,broken clouds,Friday 8:00,5934,38471
None,274.28,0,0,75,broken clouds,Wednesday 22:00,1728,29440
None,281.65,0,0,90,mist,Monday 3:00,318,14180
None,265.37,0,0,90,heavy snow,Saturday 3:00,353,7165
None,268.4,0,0,90,haze,Thursday 21:00,3924,37231
None,277.95,0,0,90,overcast clouds,Thursday 16:00,6794,31848
None,256.47,0,0,64,broken clouds,Monday 5:00,2596,28682
None,301.3,0,0,1,sky is clear,Tuesday 18:00,4733,22933
None,276.249,0,0,20,few clouds,Saturday 21:00,3219,3940
None,299.04,0,0,75,broken clouds,Saturday 17:00,3263,22176
None,294.32,0.25,0,90,moderate rain,Tuesday 0:00,528,30504
None,290.53,0,0,90,heavy intensity rain,Tuesday 7:00,5455,12414
None,263.88,0,0,1,mist,Monday 5:00,2465,36884
None,294.56,0,0,40,scattered clouds,Thursday 13:00,5005,28486
None,301.75,0,0,40,scattered clouds,Friday 15:00,4762,46254
None,276.793,0,0,64,broken clouds,Thursday 7:00,5859,15226
None,286.665,0,0,0,Sky is Clear,Wednesday 10:00,4293,35941
None,293.73,0.56,0,48,mist,Monday 8:00,6292,38044
None,290.41,2.29,0,76,moderate rain,Friday 18:00,4356,36420
None,303.94,0,0,90,proximity shower rain,Friday 16:00,6333,2995
None,294.91,0,0,76,broken clouds,Tuesday 11:00,4818,5915
None,286.61,0,0,90,overcast clouds,Monday 10:00,4556,489
None,299.57,0,0,92,moderate rain,Saturday 0:00,1175,22168
None,274.77,0,0,75,broken clouds,Sunday 8:00,2232,11925
None,277.21,0,0,75,broken clouds,Thursday 14:00,5056,3436
None,275.35,0,0,1,sky is clear,Sunday 1:00,748,46640
None,274.55,0,0,40,light snow,Tuesday 3:00,322,7538
None,274.08,0,0,90,mist,Tuesday 6:00,5418,10265
None,272.82,0,0,1,mist,Sunday 3:00,382,35827
None,303.47,0,0,1,sky is clear,Friday 14:00,5760,37984
None,282.35,0,0,90,mist,Monday 6:00,5375,28982
None,297.65,0,0,1,sky is clear,Friday 14:00,5322,35643
None,276.87,0,0,1,sky is clear,Sunday 16:00,4775,18055
None,273.56,0,0,1,sky is clear,Tuesday 17:00,6198,22998
None,295.78,0,0,0,Sky is Clear,Monday 18:00,4483,21779
None,292.79,0,0,1,sky is clear,Saturday 14:00,4506,24114
None,291.43,0,0,40,scattered clouds,Saturday 9:00,4321,26575
None,259.77,0,0,64,mist,Sunday 23:00,1002,5962
None,271.06,0,0,90,fog,Monday 6:00,5506,18523
None,254.69,0,0,20,few clouds,Monday 8:00,4132,15061
None,279.11,0,0,75,light rain,Monday 22:00,1454,30801
None,295.62,0,0,90,light rain,Thursday 17:00,6591,10959
None,282.11,0,0,1,sky is clear,Monday 0:00,580,16446
None,284.66,0.44,0,92,mist,Monday 19:00,2923,28015
None,294.01,0,0,0,haze,Sunday 12:00,5064,40766
None,289.51,0,0,1,sky is clear,Saturday 2:00,638,28218
None,299.9,0,0,75,broken clouds,Monday 14:00,5183,36847
None,276.55,0,0,75,broken clouds,Saturday 16:00,4380,9202
None,286.55,0,0,1,sky is clear,Saturday 8:00,2679,43734
None,261.85,0,0,90,overcast clouds,Saturday 19:00,3228,5803
None,267.15,0,0,90,light snow,Thursday 12:00,5140,2286
None,273.34,0,0,90,mist,Tuesday 21:00,3923,27874
None,292.36,0,0,1,sky is clear,Saturday 8:00,2782,4693
None,279.75,0,0,1,sky is clear,Monday 5:00,2845,21309
None,278.27,0,0,1,sky is clear,Thursday 5:00,2922,41483
None,293.81,0,0,1,mist,Wednesday 8:00,5821,3022
None,280.06,0,0,92,moderate rain,Saturday 0:00,1270,21611
None,287.26,0,0,90,overcast clouds,Saturday 16:00,4740,5965
None,272.02,0.3,0,90,light rain,Friday 4:00,799,6907
None,268.36,0,0,64,broken clouds,Wednesday 5:00,2786,44018
None,276.43,0,0,40,mist,Monday 4:00,854,39585
None,291.7,0.25,0,32,light rain,Friday 3:00,391,3091
None,279.08,0,0,1,sky is clear,Tuesday 22:00,3068,22685
None,249.88,0,0,1,sky is clear,Friday 1:00,379,43918
None,268.82,0,0,40,scattered clouds,Thursday 18:00,4557,41735
None,294.04,0,0,1,light rain,Tuesday 6:00,5264,46571
None,294.35,0,0,1,sky is clear,Thursday 0:00,634,12739
None,282.36,0,0,75,broken clouds,Sunday 10:00,4333,10136
None,290.15,0,0,75,broken clouds,Wednesday 19:00,3511,32840
None,268.03,0,0,90,overcast clouds,Thursday 18:00,4432,23833
None,273.75,0,0,1,mist,Wednesday 2:00,263,2691
None,271.06,0,0,20,few clouds,Sunday 7:00,953,3277
None,302.6,0,0,40,scattered clouds,Sunday 15:00,3704,16943
None,297.01,0,0,1,sky is clear,Wednesday 6:00,1141,33981
None,255.93,0,0,20,few clouds,Friday 8:00,5516,9342
None,250.14,0,0,1,sky is clear,Monday 18:00,3366,43550
None,300.49,0,0,75,broken clouds,Friday 17:00,5362,31087
None,272.07,0,0,90,overcast clouds,Thursday 11:00,4644,21393
None,294.02,0,0,90,mist,Sunday 9:00,2495,21171
None,276.35,0,0,90,haze,Friday 2:00,313,958
None,278.89,0,0,75,light intensity drizzle,Wednesday 10:00,4215,10475
None,262,0,0,1,sky is clear,Friday 16:00,6114,21125
None,297.69,0,0,1,light intensity drizzle,Tuesday 23:00,1069,8432
None,295.09,0,0,20,few clouds,Sunday 19:00,4301,3238
None,275.99,0,0,90,overcast clouds,Monday 10:00,4408,45823
None,272.33,0,0,64,light snow,Thursday 2:00,271,1621
None,274.72,0,0,90,drizzle,Tuesday 2:00,234,288
None,301.5,0,0,40,scattered clouds,Wednesday 14:00,5471,21158
None,269,0,0,1,sky is clear,Tuesday 21:00,3415,43043
None,287.74,0,0,75,fog,Thursday 3:00,333,33253
None,290.06,0,0,75,light rain,Tuesday 4:00,785,21486
None,288.77,0,0,90,mist,Tuesday 6:00,5949,1536
None,290.3,0,0,20,few clouds,Thursday 8:00,6293,46326
None,263.26,0,0,1,sky is clear,Friday 23:00,2977,11317
None,281.11,0,0,90,mist,Monday 18:00,3780,32014
None,276.45,0.25,0,90,light rain,Thursday 8:00,5646,27256
None,271.95,0,0,90,light snow,Monday 21:00,1580,10836
None,254.76,0,0,5,sky is clear,Friday 13:00,4928,47010
None,269.94,0,0,90,mist,Sunday 10:00,1494,48113
None,265.96,0,0,90,mist,Sunday 18:00,2524,21465
None,295.28,0,0,5,sky is clear,Thursday 12:00,4978,21181
None,273.32,0,0,1,sky is clear,Saturday 5:00,755,48061
None,267.15,0,0,90,light snow,Thursday 19:00,3362,34381
None,298.24,0,0,92,overcast clouds,Sunday 16:00,4253,42642
None,294.99,0,0,75,light rain,Monday 7:00,5803,11177
None,289.07,0,0,0,Sky is Clear,Friday 23:00,1823,41516
None,273.09,0,0,40,scattered clouds,Wednesday 16:00,7107,38105
None,290.93,0,0,68,broken clouds,Wednesday 3:00,444,39575
None,282.26,0,0,1,sky is clear,Tuesday 20:00,2740,42241
None,293.86,0,0,75,broken clouds,Thursday 21:00,2844,8741
None,291.08,0,0,1,haze,Wednesday 0:00,785,28481
None,270.75,0,0,90,snow,Saturday 15:00,3660,42511
None,277.82,0,0,75,broken clouds,Monday 17:00,6157,17355
None,286.28,0,0,1,sky is clear,Friday 12:00,5705,13480
None,264.08,0,0,90,fog,Sunday 4:00,318,23589
None,278.22,0,0,90,light intensity drizzle,Thursday 22:00,2998,31020
None,287.35,0,0,90,moderate rain,Saturday 13:00,4882,10618
None,290.01,0.51,0,76,light rain,Thursday 4:00,900,4292
None,279.51,0,0,90,overcast clouds,Friday 0:00,668,33165
None,286.42,0,0,90,mist,Wednesday 11:00,5038,43445
None,283.15,0,0,75,broken clouds,Thursday 8:00,6299,1086
None,264.41,0,0,1,sky is clear,Friday 23:00,1887,1661
None,268.3,0,0,90,mist,Sunday 5:00,301,34451
None,258.22,0,0,1,sky is clear,Friday 8:00,5831,29783
None,274.69,0,0,40,scattered clouds,Wednesday 19:00,3292,39441
None,269.43,0,0,90,light snow,Sunday 21:00,2809,45754
None,270.88,0,0,1,mist,Sunday 9:00,2910,15338
None,285.44,0,0,1,sky is clear,Wednesday 2:00,352,26795
None,291.49,0.25,0,75,mist,Thursday 0:00,522,45160
None,287.66,0.25,0,1,mist,Monday 7:00,1036,21545
None,275.15,0,0,1,haze,Wednesday 2:00,329,21319
None,279.555,0,0,76,broken clouds,Thursday 16:00,6564,47848
None,267.68,0,0,40,scattered clouds,Saturday 21:00,3260,14024
None,269.96,0.25,0,90,light rain,Friday 5:00,2085,38334
None,290.63,0,0,12,few clouds,Tuesday 1:00,333,6825
None,282.75,0,0,1,sky is clear,Tuesday 5:00,2913,27316
None,290.02,0,0,90,mist,Monday 2:00,277,3622
None,275.08,0,0,90,fog,Friday 23:00,1727,31139
None,297.51,0,0,80,mist,Friday 9:00,5458,33622
None,264.01,0,0,1,sky is clear,Wednesday 0:00,512,10078
None,294.37,0,0,1,sky is clear,Monday 6:00,5574,1162
None,297.95,0,0,20,few clouds,Friday 17:00,6014,47777
None,281.22,0,0,1,sky is clear,Sunday 15:00,4892,4139
None,250.38,0,0,1,sky is clear,Tuesday 6:00,4801,25885
None,263.88,0,0,75,broken clouds,Monday 22:00,1440,43221
None,293.88,0,0,40,scattered clouds,Wednesday 11:00,4890,9358
None,281.84,0,0,90,overcast clouds,Saturday 5:00,688,36400
None,287.17,0,0,1,sky is clear,Monday 11:00,4585,21763
None,296.36,0,0,75,broken clouds,Tuesday 14:00,5179,18981
None,303.58,0,0,20,few clouds,Tuesday 12:00,4866,15082
None,283.43,0,0,90,fog,Monday 0:00,676,3590
None,291.35,0,0,90,light intensity drizzle,Wednesday 18:00,4864,44182
None,290.78,0,0,90,overcast clouds,Sunday 7:00,1171,18105
None,268.22,0,0,90,haze,Sunday 20:00,1744,5789
None,254.89,0,0,1,light snow,Sunday 8:00,1502,25432
None,289.3,0,0,1,sky is clear,Saturday 12:00,4358,2358
None,273.25,0,0,90,mist,Monday 13:00,4880,9170
None,294.17,0,0,1,mist,Monday 4:00,867,10395
None,248.14,0,0,1,sky is clear,Sunday 21:00,2494,22665
None,260.37,0,0,64,mist,Tuesday 19:00,1657,27055
None,260.97,0,0,20,few clouds,Tuesday 6:00,5733,6694
None,290.9,5.42,0,80,heavy intensity rain,Thursday 8:00,6172,21151
None,268.15,0,0,90,mist,Monday 11:00,4589,33184
None,296.59,0.25,0,90,light rain,Monday 14:00,4446,10106
None,263.37,0,0,20,few clouds,Saturday 12:00,4673,17361
None,275.63,0,0,90,mist,Sunday 15:00,4230,27256
None,267.34,0,0,1,sky is clear,Wednesday 21:00,2416,12244
None,292.15,0,0,90,moderate rain,Thursday 11:00,5147,35968
None,278.47,0.54,0,90,drizzle,Wednesday 23:00,1012,3229
None,291.45,0.25,0,75,light rain,Friday 19:00,3481,16862
None,275.35,0,0,90,thunderstorm with light drizzle,Sunday 6:00,733,47020
None,292.1,0.25,0,40,light rain,Friday 11:00,4722,33410
None,291.58,0,0,1,sky is clear,Wednesday 18:00,4681,7145
None,296.15,0,0,75,mist,Thursday 21:00,2497,382
None,247.15,0,0,1,sky is clear,Thursday 5:00,2484,38164
None,291.94,0,0,90,mist,Thursday 11:00,5006,47242
None,282.49,0,0,1,sky is clear,Friday 19:00,4091,25118
None,276.69,0,0,75,broken clouds,Monday 11:00,4546,6662
None,293.74,0,0,5,sky is clear,Saturday 10:00,3639,14028
None,286.22,0,0,1,sky is clear,Monday 23:00,1071,36500
None,281.49,0,0,1,sky is clear,Tuesday 3:00,368,29041
None,287.94,0,0,1,sky is clear,Wednesday 21:00,2719,71
None,278.64,0,0,90,overcast clouds,Thursday 19:00,3398,163
None,287.23,0,0,90,drizzle,Tuesday 5:00,3073,32044
None,248.39,0,0,40,scattered clouds,Tuesday 22:00,2189,33138
None,268.68,0,0,75,broken clouds,Sunday 12:00,4070,6513
None,277.66,0,0,90,drizzle,Wednesday 9:00,5422,9845
None,250.79,0,0,1,sky is clear,Tuesday 5:00,1761,44323
None,284.96,0,0,90,overcast clouds,Monday 17:00,5827,6760
None,295.41,0,0,75,light rain,Tuesday 11:00,4586,23840
None,271.15,0,0,90,overcast clouds,Thursday 9:00,5507,25768
None,296.74,0,0,80,broken clouds,Tuesday 17:00,6653,20934
